game_id,season,game_date,matchup,home_team_id,away_team_id,home_pts,away_pts,margin,pace,h_efg,h_tov,h_oreb,h_ftr,h_fga,h_fgm,h_tpa,h_tpm,h_fta,h_ftm,h_oreb_n,h_dreb_n,h_tov_n,a_efg,a_tov,a_oreb,a_ftr,a_fga,a_fgm,a_tpa,a_tpm,a_fta,a_ftm,a_oreb_n,a_dreb_n,a_tov_n
1022100098,2021,2021-07-02,DAL vs. CHI,1611661321,1611661329,100.0,91.0,9.0,76.7,0.617,0.148,0.227,0.391,64,34,20,11,25,0,5,21,13,0.614,0.124,0.323,0.152,66,37,20,7,10,0,10,17,10
1022100099,2021,2021-07-02,LAS vs. LVA,1611661320,1611661319,58.0,66.0,-8.0,69.3,0.403,0.164,0.321,0.161,62,22,21,6,10,0,9,24,13,0.393,0.144,0.385,0.377,61,23,11,2,23,0,15,19,12
1022100101,2021,2021-07-02,SEA vs. ATL,1611661328,1611661330,91.0,88.0,3.0,80.1,0.597,0.173,0.281,0.355,62,30,22,14,22,0,9,24,15,0.526,0.099,0.25,0.103,78,37,20,8,8,0,8,23,9
1022100100,2021,2021-07-03,PHO vs. MIN,1611661317,1611661324,68.0,99.0,-31.0,79.2,0.406,0.133,0.054,0.266,64,21,26,10,17,0,2,24,11,0.616,0.119,0.2,0.159,69,38,24,9,11,0,6,35,10
1022100102,2021,2021-07-03,IND vs. CON,1611661325,1611661323,73.0,67.0,6.0,74.6,0.429,0.086,0.161,0.413,63,25,17,4,26,0,5,34,7,0.388,0.095,0.244,0.299,67,24,17,4,20,0,11,26,8
1022100103,2021,2021-07-03,NYL vs. WAS,1611661313,1611661322,82.0,79.0,3.0,82.5,0.516,0.132,0.118,0.297,64,29,20,8,19,0,4,35,11,0.46,0.089,0.103,0.2,75,32,24,5,15,0,4,30,8
1022100104,2021,2021-07-04,LVA vs. ATL,1611661319,1611661330,94.0,79.0,15.0,87.0,0.674,0.115,0.29,0.389,72,43,17,11,28,0,9,34,11,0.512,0.064,0.15,0.185,81,38,19,7,15,0,6,22,6
1022100105,2021,2021-07-04,LAS vs. SEA,1611661320,1611661328,74.0,84.0,-10.0,72.5,0.438,0.142,0.372,0.262,65,25,18,7,17,0,16,14,12,0.531,0.133,0.3,0.266,64,30,20,8,17,0,6,27,11
1022100106,2021,2021-07-05,NYL vs. DAL,1611661313,1611661321,99.0,96.0,3.0,82.1,0.669,0.168,0.296,0.113,71,40,31,15,8,0,8,21,15,0.546,0.127,0.364,0.197,76,38,16,7,15,0,12,19,12
1022100107,2021,2021-07-07,MIN vs. DAL,1611661324,1611661321,85.0,79.0,6.0,77.8,0.562,0.153,0.25,0.246,65,33,20,7,16,0,8,24,13,0.48,0.124,0.294,0.108,74,31,28,9,8,0,10,24,11
1022100108,2021,2021-07-07,LVA vs. PHO,1611661319,1611661317,90.0,99.0,-9.0,83.7,0.457,0.061,0.265,0.293,82,36,13,3,24,0,9,34,6,0.5,0.113,0.37,0.392,74,32,27,10,29,0,20,25,11
1022100109,2021,2021-07-07,SEA vs. LAS,1611661328,1611661320,71.0,62.0,9.0,79.0,0.418,0.213,0.286,0.344,61,23,20,5,21,0,8,29,19,0.39,0.2,0.216,0.339,59,21,19,4,20,0,8,20,17
1022100110,2021,2021-07-09,CON vs. ATL,1611661323,1611661330,84.0,72.0,12.0,78.3,0.559,0.13,0.167,0.191,68,35,19,6,13,0,4,34,11,0.446,0.119,0.19,0.308,65,25,25,8,20,0,8,20,10
1022100111,2021,2021-07-09,IND vs. NYL,1611661325,1611661313,82.0,69.0,13.0,77.2,0.486,0.094,0.31,0.183,71,33,13,3,13,0,13,19,8,0.439,0.218,0.321,0.197,66,26,23,6,13,0,9,29,20
1022100112,2021,2021-07-09,PHO vs. SEA,1611661317,1611661328,85.0,77.0,8.0,75.2,0.5,0.125,0.395,0.229,70,33,18,4,16,0,17,22,11,0.434,0.09,0.312,0.158,76,29,27,8,12,0,10,26,8
1022100113,2021,2021-07-09,LVA vs. MIN,1611661319,1611661324,67.0,77.0,-10.0,71.2,0.381,0.166,0.48,0.284,67,24,15,3,19,0,24,18,15,0.513,0.118,0.333,0.0,75,34,22,9,0,0,9,26,10
1022100114,2021,2021-07-10,CHI vs. WAS,1611661329,1611661322,85.0,89.0,-4.0,84.4,0.474,0.126,0.351,0.154,78,34,27,6,12,0,20,15,12,0.494,0.149,0.318,0.19,79,35,24,8,15,0,7,37,15
1022100115,2021,2021-07-11,DAL vs. LVA,1611661321,1611661319,79.0,95.0,-16.0,79.6,0.38,0.062,0.353,0.229,83,28,24,7,19,0,18,22,6,0.53,0.111,0.312,0.433,67,34,8,3,29,0,10,33,10
1022100116,2021,2021-07-11,NYL vs. CON,1611661313,1611661323,54.0,71.0,-17.0,68.2,0.384,0.201,0.25,0.304,56,17,29,9,17,0,9,25,16,0.462,0.124,0.375,0.167,66,25,30,11,11,0,15,27,10
1022100117,2021,2021-07-11,ATL vs. IND,1611661330,1611661325,68.0,79.0,-11.0,86.6,0.362,0.066,0.109,0.263,76,27,13,1,20,0,5,25,6,0.454,0.199,0.242,0.4,65,27,17,5,26,0,8,41,19
1022100118,2021,2021-07-11,SEA vs. PHO,1611661328,1611661317,82.0,75.0,7.0,73.5,0.565,0.137,0.31,0.258,62,30,27,10,16,0,9,25,11,0.47,0.159,0.324,0.239,67,27,23,9,16,0,12,20,14
1022100119,2021,2021-07-11,LAS vs. MIN,1611661320,1611661324,61.0,86.0,-25.0,74.4,0.4,0.183,0.256,0.267,60,22,15,4,16,0,11,13,15,0.636,0.218,0.278,0.22,59,33,19,9,13,0,5,32,18
1022100120,2021,2021-08-15,CHI vs. SEA,1611661329,1611661328,87.0,85.0,2.0,88.4,0.487,0.176,0.319,0.221,77,33,24,9,17,0,15,29,18,0.381,0.077,0.341,0.333,84,29,18,6,28,0,15,32,8
1022100121,2021,2021-08-15,DAL vs. CON,1611661321,1611661323,59.0,80.0,-21.0,71.1,0.529,0.258,0.042,0.115,52,24,16,7,6,0,1,21,19,0.553,0.137,0.344,0.121,66,33,17,7,8,0,11,23,11
1022100122,2021,2021-08-15,LVA vs. WAS,1611661319,1611661322,84.0,83.0,1.0,73.1,0.5,0.123,0.472,0.304,69,33,10,3,21,0,17,21,11,0.521,0.125,0.4,0.123,73,33,29,10,9,0,14,19,11
1022100123,2021,2021-08-15,PHO vs. ATL,1611661317,1611661330,92.0,81.0,11.0,84.3,0.571,0.18,0.342,0.243,70,35,25,10,17,0,13,32,17,0.428,0.088,0.319,0.078,90,37,17,3,7,0,15,25,9
1022100124,2021,2021-08-15,MIN vs. NYL,1611661324,1611661313,88.0,78.0,10.0,77.0,0.53,0.128,0.267,0.318,66,32,19,6,21,0,8,28,11,0.493,0.095,0.222,0.155,71,32,20,6,11,0,8,22,8
1022100125,2021,2021-08-15,LAS vs. IND,1611661320,1611661325,75.0,70.0,5.0,77.2,0.492,0.172,0.359,0.212,66,29,20,7,14,0,14,23,15,0.361,0.147,0.378,0.292,72,24,18,4,21,0,14,25,14
1022100126,2021,2021-08-17,CON vs. MIN,1611661323,1611661324,72.0,60.0,12.0,68.3,0.483,0.173,0.538,0.267,60,26,17,6,16,0,14,16,14,0.458,0.213,0.385,0.1,60,25,16,5,6,0,10,12,17
1022100127,2021,2021-08-17,CHI vs. DAL,1611661329,1611661321,76.0,80.0,-4.0,73.1,0.472,0.117,0.364,0.111,72,30,24,8,8,0,12,20,10,0.429,0.124,0.545,0.192,78,30,14,7,15,0,24,21,12
1022100128,2021,2021-08-17,LVA vs. WAS,1611661319,1611661322,93.0,83.0,10.0,77.5,0.617,0.166,0.276,0.383,60,34,11,6,23,0,8,29,14,0.464,0.092,0.216,0.286,70,30,27,5,20,0,8,21,8
1022100129,2021,2021-08-17,PHO vs. IND,1611661317,1611661325,84.0,80.0,4.0,82.0,0.463,0.144,0.179,0.358,67,28,20,6,24,0,7,28,13,0.53,0.15,0.176,0.258,66,30,22,10,17,0,6,32,13
1022100130,2021,2021-08-17,LAS vs. ATL,1611661320,1611661330,58.0,63.0,-5.0,92.0,0.475,0.142,0.245,0.099,81,36,22,5,8,0,12,29,14,0.415,0.12,0.275,0.193,88,34,20,5,17,0,11,37,13
1022100131,2021,2021-08-18,NYL vs. SEA,1611661313,1611661328,83.0,79.0,4.0,80.2,0.617,0.246,0.312,0.167,60,31,25,12,10,0,10,21,21,0.5,0.157,0.16,0.127,71,31,26,9,9,0,4,22,14
1022100132,2021,2021-08-19,CON vs. MIN,1611661323,1611661324,82.0,71.0,11.0,76.5,0.536,0.206,0.25,0.436,55,27,14,5,24,0,6,25,17,0.462,0.124,0.138,0.152,66,28,14,5,10,0,4,18,10
1022100133,2021,2021-08-19,PHO vs. WAS,1611661317,1611661322,77.0,64.0,13.0,80.2,0.548,0.21,0.316,0.21,62,32,14,4,13,0,12,32,18,0.32,0.106,0.2,0.293,75,21,26,6,22,0,8,26,10
1022100134,2021,2021-08-19,LAS vs. ATL,1611661320,1611661330,66.0,64.0,2.0,74.8,0.491,0.23,0.306,0.304,56,25,14,5,17,0,11,21,19,0.455,0.207,0.3,0.106,66,26,25,8,7,0,9,25,18
1022100135,2021,2021-08-20,NYL vs. SEA,1611661313,1611661328,83.0,99.0,-16.0,74.1,0.471,0.103,0.281,0.271,70,27,30,12,19,0,9,20,9,0.588,0.136,0.474,0.265,68,33,26,14,18,0,18,23,12
1022100136,2021,2021-08-20,DAL vs. IND,1611661321,1611661325,81.0,83.0,-2.0,71.4,0.542,0.172,0.3,0.283,60,28,22,9,17,0,6,24,14,0.508,0.098,0.368,0.328,64,29,20,7,21,0,14,14,8
1022100137,2021,2021-08-21,ATL vs. PHO,1611661330,1611661317,61.0,73.0,-12.0,75.1,0.438,0.106,0.214,0.111,72,29,21,5,8,0,9,15,9,0.605,0.248,0.483,0.386,57,30,19,9,22,0,14,33,22
1022100138,2021,2021-08-21,CHI vs. MIN,1611661329,1611661324,95.0,101.0,-6.0,84.3,0.541,0.101,0.176,0.233,73,35,24,9,17,0,6,17,9,0.579,0.144,0.227,0.508,63,34,8,5,32,0,5,28,13
1022100139,2021,2021-08-22,NYL vs. LAS,1611661313,1611661320,49.0,47.0,2.0,82.6,0.54,0.245,0.31,0.286,63,26,35,16,18,0,9,26,23,0.529,0.116,0.188,0.279,68,32,23,8,19,0,6,20,10
1022100140,2021,2021-08-22,WAS vs. SEA,1611661322,1611661328,78.0,85.0,-7.0,82.3,0.414,0.145,0.311,0.197,76,28,22,7,15,0,14,27,14,0.486,0.129,0.289,0.216,74,33,24,6,16,0,11,31,12
1022100141,2021,2021-08-24,MIN vs. SEA,1611661324,1611661328,76.0,70.0,6.0,85.1,0.462,0.141,0.073,0.242,66,28,14,5,16,0,3,34,12,0.432,0.154,0.081,0.095,74,28,24,8,7,0,3,38,14
1022100142,2021,2021-08-24,ATL vs. CHI,1611661330,1611661329,79.0,86.0,-7.0,77.6,0.462,0.078,0.25,0.114,79,33,22,7,9,0,8,30,7,0.576,0.143,0.268,0.212,66,34,17,8,14,0,11,24,12
1022100143,2021,2021-08-24,CON vs. LVA,1611661323,1611661319,76.0,62.0,14.0,72.6,0.493,0.133,0.351,0.164,67,30,18,6,11,0,13,26,11,0.421,0.172,0.188,0.159,63,25,9,3,10,0,6,24,14
1022100144,2021,2021-08-24,WAS vs. LAS,1611661322,1611661320,78.0,68.0,10.0,67.6,0.508,0.176,0.521,0.254,63,28,18,8,16,0,25,16,15,0.393,0.126,0.429,0.2,70,25,22,5,14,0,12,23,11
1022100145,2021,2021-08-25,NYL vs. PHO,1611661313,1611661317,79.0,106.0,-27.0,80.1,0.466,0.092,0.195,0.162,74,28,36,13,12,0,8,25,8,0.645,0.091,0.219,0.118,76,43,25,12,9,0,7,33,8
1022100146,2021,2021-08-26,ATL vs. LVA,1611661330,1611661319,71.0,78.0,-7.0,73.1,0.41,0.092,0.314,0.208,72,26,23,7,15,0,11,23,8,0.459,0.112,0.452,0.205,73,32,13,3,15,0,19,24,10
1022100147,2021,2021-08-26,CON vs. LAS,1611661323,1611661320,76.0,72.0,4.0,73.1,0.467,0.166,0.348,0.4,60,26,16,4,24,0,8,22,14,0.518,0.193,0.267,0.228,57,27,16,5,13,0,8,15,15
1022100148,2021,2021-08-26,WAS vs. DAL,1611661322,1611661321,77.0,76.0,1.0,70.5,0.56,0.166,0.25,0.293,58,28,22,9,17,0,5,20,13,0.514,0.137,0.5,0.217,69,33,18,5,15,0,20,15,12
1022100149,2021,2021-08-27,NYL vs. PHO,1611661313,1611661317,64.0,80.0,-16.0,80.0,0.448,0.198,0.147,0.06,67,25,33,10,4,0,5,30,17,0.456,0.134,0.25,0.309,68,27,26,8,21,0,10,29,12
1022100150,2021,2021-08-27,SEA vs. CHI,1611661328,1611661329,69.0,73.0,-4.0,76.9,0.39,0.184,0.405,0.25,68,25,17,3,17,0,17,17,17,0.471,0.195,0.452,0.174,69,29,23,7,12,0,14,25,18
1022100151,2021,2021-08-28,IND vs. LVA,1611661325,1611661319,71.0,87.0,-16.0,82.7,0.433,0.165,0.152,0.299,67,27,15,4,20,0,5,26,15,0.539,0.178,0.278,0.344,64,31,12,7,22,0,10,28,16
1022100152,2021,2021-08-28,CON vs. LAS,1611661323,1611661320,76.0,61.0,15.0,70.4,0.517,0.21,0.556,0.339,59,28,20,5,20,0,10,28,18,0.453,0.187,0.263,0.34,53,20,21,8,18,0,10,8,14
1022100153,2021,2021-08-28,WAS vs. DAL,1611661322,1611661321,76.0,75.0,1.0,75.0,0.444,0.15,0.16,0.419,62,23,31,9,26,0,4,18,13,0.596,0.286,0.419,0.511,47,25,14,6,24,0,13,21,23
1022100154,2021,2021-08-29,SEA vs. CHI,1611661328,1611661329,75.0,107.0,-32.0,72.5,0.492,0.146,0.286,0.219,64,29,17,5,14,0,8,14,12,0.664,0.104,0.533,0.151,73,41,22,15,11,0,16,20,9
1022100155,2021,2021-08-31,IND vs. LAS,1611661325,1611661320,74.0,72.0,2.0,74.9,0.45,0.175,0.357,0.4,60,24,17,6,24,0,10,29,15,0.525,0.144,0.065,0.237,59,28,17,6,14,0,2,18,11
1022100156,2021,2021-08-31,WAS vs. CON,1611661322,1611661323,75.0,85.0,-10.0,71.4,0.536,0.183,0.258,0.309,55,25,26,9,17,0,8,12,14,0.551,0.168,0.556,0.174,69,34,20,8,12,0,15,23,15
1022100157,2021,2021-08-31,MIN vs. NYL,1611661324,1611661313,74.0,66.0,8.0,84.5,0.384,0.15,0.194,0.348,69,24,26,5,24,0,7,36,14,0.359,0.142,0.2,0.239,71,23,24,5,17,0,9,29,13
1022100158,2021,2021-08-31,PHO vs. CHI,1611661317,1611661329,103.0,83.0,20.0,78.9,0.613,0.091,0.29,0.16,75,39,27,14,12,0,9,26,8,0.493,0.124,0.278,0.211,71,32,20,6,15,0,10,22,11
1022100159,2021,2021-09-02,DAL vs. ATL,1611661321,1611661330,72.0,68.0,4.0,71.8,0.405,0.1,0.444,0.216,74,27,28,6,16,0,20,23,9,0.485,0.17,0.281,0.123,65,28,21,7,8,0,9,25,14
1022100160,2021,2021-09-02,MIN vs. LAS,1611661324,1611661320,66.0,57.0,9.0,64.6,0.405,0.183,0.537,0.345,58,20,22,7,20,0,29,14,15,0.361,0.149,0.222,0.279,61,19,19,6,17,0,4,25,12
1022100161,2021,2021-09-02,LVA vs. CHI,1611661319,1611661329,90.0,83.0,7.0,78.7,0.479,0.125,0.419,0.342,73,33,10,4,25,0,13,26,12,0.5,0.147,0.35,0.25,68,30,24,8,17,0,14,18,13
1022100162,2021,2021-09-02,SEA vs. NYL,1611661328,1611661313,71.0,68.0,3.0,77.1,0.492,0.139,0.333,0.413,63,30,14,2,26,0,10,21,12,0.57,0.244,0.16,0.193,57,27,23,11,11,0,4,20,20
1022100163,2021,2021-09-04,IND vs. PHO,1611661325,1611661317,65.0,87.0,-22.0,81.2,0.386,0.169,0.25,0.273,66,24,17,3,18,0,11,28,15,0.523,0.126,0.097,0.364,66,30,27,9,24,0,3,33,11
1022100164,2021,2021-09-04,MIN vs. WAS,1611661324,1611661322,93.0,75.0,18.0,77.4,0.61,0.152,0.314,0.147,68,36,25,11,10,0,11,26,13,0.413,0.108,0.316,0.227,75,29,16,4,17,0,12,24,10
1022100165,2021,2021-09-05,CHI vs. LVA,1611661329,1611661319,92.0,84.0,8.0,72.2,0.56,0.083,0.385,0.343,67,34,19,7,23,0,15,23,7,0.445,0.068,0.361,0.288,73,30,13,5,21,0,13,24,6
1022100166,2021,2021-09-05,DAL vs. ATL,1611661321,1611661330,64.0,69.0,-5.0,78.7,0.391,0.149,0.267,0.064,78,26,25,9,5,0,12,33,14,0.414,0.107,0.214,0.171,70,28,7,2,12,0,9,33,9
1022100167,2021,2021-09-06,IND vs. PHO,1611661325,1611661317,81.0,86.0,-5.0,71.9,0.479,0.072,0.31,0.181,72,31,22,7,13,0,9,22,6,0.585,0.101,0.312,0.215,65,34,16,8,14,0,10,20,8
1022100168,2021,2021-09-07,DAL vs. CON,1611661321,1611661323,56.0,83.0,-27.0,76.3,0.32,0.142,0.278,0.297,64,17,32,7,19,0,10,16,12,0.537,0.149,0.36,0.206,68,33,19,7,14,0,9,26,13
1022100169,2021,2021-09-07,SEA vs. WAS,1611661328,1611661322,0.0,0.0,0.0,78.3,0.697,0.17,0.417,0.242,66,39,23,14,16,0,15,20,15,0.467,0.208,0.13,0.279,61,24,33,9,17,0,3,21,18
1022100170,2021,2021-09-08,ATL vs. PHO,1611661330,1611661317,75.0,76.0,-1.0,72.4,0.493,0.097,0.359,0.143,70,33,13,3,10,0,14,17,8,0.5,0.192,0.292,0.283,60,26,18,8,17,0,7,25,16
1022100171,2021,2021-09-08,LVA vs. MIN,1611661319,1611661324,102.0,81.0,21.0,78.5,0.577,0.056,0.192,0.167,78,43,10,4,13,0,5,31,5,0.5,0.112,0.34,0.065,77,35,22,7,5,0,16,21,10
1022100172,2021,2021-09-09,LAS vs. CON,1611661320,1611661323,57.0,75.0,-18.0,70.6,0.436,0.221,0.19,0.2,55,23,10,2,11,0,4,15,17,0.471,0.228,0.5,0.538,52,23,13,3,28,0,15,17,19
1022100173,2021,2021-09-10,WAS vs. ATL,1611661322,1611661330,82.0,74.0,8.0,80.2,0.479,0.113,0.121,0.271,70,29,24,9,19,0,4,42,10,0.449,0.079,0.222,0.09,78,32,22,6,7,0,12,29,7
1022100174,2021,2021-09-10,MIN vs. IND,1611661324,1611661325,89.0,72.0,17.0,82.3,0.534,0.101,0.231,0.176,74,36,19,7,13,0,9,25,9,0.464,0.187,0.194,0.159,69,29,24,6,11,0,6,30,17
1022100175,2021,2021-09-11,DAL vs. NYL,1611661321,1611661313,77.0,76.0,1.0,73.6,0.431,0.069,0.243,0.264,72,26,27,10,19,0,9,28,6,0.5,0.111,0.282,0.164,67,30,24,7,11,0,11,28,9
1022100176,2021,2021-09-11,PHO vs. CON,1611661317,1611661323,67.0,76.0,-9.0,72.9,0.527,0.201,0.182,0.143,56,27,17,5,8,0,6,25,15,0.453,0.111,0.138,0.297,64,24,23,10,19,0,4,27,9
1022100177,2021,2021-09-12,CHI vs. WAS,1611661329,1611661322,71.0,79.0,-8.0,74.8,0.44,0.161,0.286,0.209,67,28,22,3,14,0,10,21,14,0.558,0.182,0.323,0.283,60,29,27,9,17,0,10,25,15
1022100178,2021,2021-09-12,MIN vs. IND,1611661324,1611661325,90.0,80.0,10.0,77.5,0.605,0.194,0.238,0.386,57,32,13,5,22,0,5,24,16,0.559,0.148,0.143,0.044,68,34,17,8,3,0,4,16,12
1022100179,2021,2021-09-12,LAS vs. SEA,1611661320,1611661328,81.0,53.0,28.0,71.4,0.532,0.148,0.333,0.258,62,30,13,6,16,0,11,26,12,0.375,0.216,0.188,0.232,56,18,27,6,13,0,6,22,17
1022100180,2021,2021-09-13,LVA vs. DAL,1611661319,1611661321,85.0,75.0,10.0,75.7,0.531,0.108,0.226,0.323,65,31,19,7,21,0,7,26,9,0.466,0.154,0.381,0.095,74,31,26,7,7,0,16,24,14
1022100181,2021,2021-09-14,ATL vs. IND,1611661330,1611661325,85.0,78.0,7.0,83.0,0.529,0.147,0.194,0.217,69,33,16,7,15,0,6,27,13,0.461,0.139,0.27,0.132,76,32,20,6,10,0,10,25,13
1022100182,2021,2021-09-15,CON vs. NYL,1611661323,1611661313,98.0,67.0,31.0,90.5,0.563,0.2,0.36,0.296,71,36,18,8,21,0,9,29,20,0.476,0.295,0.147,0.177,62,26,25,7,11,0,5,16,28
1022100183,2021,2021-09-16,ATL vs. LAS,1611661330,1611661320,68.0,74.0,-6.0,77.1,0.421,0.167,0.216,0.238,63,24,18,5,15,0,8,28,14,0.491,0.161,0.067,0.379,58,26,16,5,22,0,2,29,13
1022100184,2021,2021-09-17,IND vs. MIN,1611661325,1611661324,73.0,92.0,-19.0,86.7,0.399,0.172,0.219,0.261,69,25,22,5,18,0,7,29,16,0.481,0.121,0.293,0.312,77,34,26,6,24,0,12,25,12
1022100185,2021,2021-09-17,NYL vs. WAS,1611661313,1611661322,91.0,80.0,11.0,73.7,0.594,0.154,0.381,0.266,64,33,22,10,17,0,8,26,13,0.493,0.128,0.366,0.269,67,27,33,12,18,0,15,13,11
1022100186,2021,2021-09-17,CHI vs. LVA,1611661329,1611661319,70.0,103.0,-33.0,78.9,0.457,0.142,0.175,0.086,70,28,30,8,6,0,7,12,12,0.623,0.159,0.538,0.192,73,41,18,9,14,0,14,33,15
1022100187,2021,2021-09-17,SEA vs. PHO,1611661328,1611661317,94.0,85.0,9.0,76.5,0.623,0.134,0.182,0.215,65,35,22,11,14,0,6,20,11,0.523,0.122,0.2,0.281,64,30,24,7,18,0,5,27,10
1022100188,2021,2021-09-19,CON vs. ATL,1611661323,1611661330,59.0,46.0,13.0,74.6,0.44,0.106,0.441,0.28,75,29,21,8,21,0,15,35,10,0.397,0.083,0.286,0.123,73,28,20,2,9,0,14,19,7
1022100189,2021,2021-09-19,PHO vs. LVA,1611661317,1611661319,68.0,64.0,4.0,70.3,0.551,0.12,0.405,0.145,69,31,30,14,10,0,15,18,10,0.507,0.096,0.379,0.203,69,32,17,6,14,0,11,22,8
1022100190,2021,2021-09-19,WAS vs. MIN,1611661322,1611661324,77.0,83.0,-6.0,76.2,0.508,0.177,0.219,0.203,64,29,22,7,13,0,7,22,15,0.477,0.137,0.371,0.333,66,29,16,5,22,0,13,25,12
1022100191,2021,2021-09-19,DAL vs. LAS,1611661321,1611661320,87.0,84.0,3.0,72.8,0.583,0.17,0.267,0.317,60,30,22,10,19,0,4,21,14,0.615,0.204,0.432,0.197,61,31,27,13,12,0,16,11,17
1022100192,2021,2021-09-19,CHI vs. IND,1611661329,1611661325,98.0,87.0,11.0,79.3,0.556,0.11,0.41,0.324,71,35,23,9,23,0,16,19,10,0.522,0.164,0.296,0.246,69,33,16,6,17,0,8,23,15
1022200001,2022,2022-05-06,WAS vs. IND,1611661322,1611661325,84.0,65.0,19.0,70.7,0.478,0.083,0.385,0.29,69,31,18,4,20,0,15,16,7,0.451,0.156,0.529,0.111,72,30,22,5,8,0,18,24,14
1022200002,2022,2022-05-06,CHI vs. LAS,1611661329,1611661320,91.0,98.0,-7.0,94.6,0.564,0.247,0.195,0.2,70,36,22,7,14,0,8,23,25,0.546,0.202,0.115,0.492,65,32,19,7,32,0,3,33,20
1022200003,2022,2022-05-06,PHO vs. LVA,1611661317,1611661319,88.0,106.0,-18.0,84.4,0.493,0.1,0.158,0.26,73,33,24,6,19,0,6,20,9,0.664,0.177,0.231,0.254,67,39,21,11,17,0,6,32,16
1022200004,2022,2022-05-06,SEA vs. MIN,1611661328,1611661324,97.0,74.0,23.0,84.2,0.621,0.162,0.179,0.227,66,35,25,12,15,0,5,24,14,0.418,0.169,0.368,0.139,79,31,21,4,11,0,14,23,17
1022200005,2022,2022-05-07,NYL vs. CON,1611661313,1611661323,81.0,79.0,2.0,73.8,0.559,0.18,0.415,0.356,59,28,25,10,21,0,17,10,15,0.453,0.164,0.5,0.438,64,27,17,4,28,0,10,24,15
1022200006,2022,2022-05-07,DAL vs. ATL,1611661321,1611661330,59.0,66.0,-7.0,81.8,0.271,0.172,0.268,0.386,70,17,19,4,27,0,11,28,17,0.373,0.226,0.378,0.317,63,20,27,7,20,0,17,30,21
1022200007,2022,2022-05-08,IND vs. LAS,1611661325,1611661320,77.0,87.0,-10.0,91.5,0.436,0.176,0.244,0.179,78,29,26,10,14,0,11,22,18,0.486,0.192,0.241,0.282,71,34,10,1,20,0,7,34,19
1022200008,2022,2022-05-08,LVA vs. SEA,1611661319,1611661328,85.0,74.0,11.0,77.3,0.5,0.173,0.488,0.328,67,30,18,7,22,0,21,24,16,0.428,0.11,0.25,0.145,76,27,34,11,11,0,8,22,10
1022200009,2022,2022-05-08,MIN vs. WAS,1611661324,1611661322,66.0,78.0,-12.0,80.8,0.386,0.166,0.206,0.318,66,23,15,5,21,0,7,29,15,0.471,0.168,0.275,0.174,69,29,21,7,12,0,11,27,15
1022200010,2022,2022-05-10,WAS vs. LVA,1611661322,1611661319,89.0,76.0,13.0,78.0,0.507,0.099,0.351,0.23,74,33,27,9,17,0,13,25,9,0.462,0.181,0.286,0.262,65,27,17,6,17,0,10,24,16
1022200011,2022,2022-05-10,IND vs. MIN,1611661325,1611661324,82.0,76.0,6.0,84.2,0.507,0.173,0.364,0.214,70,31,20,9,15,0,20,14,16,0.442,0.179,0.263,0.169,77,32,19,4,13,0,5,35,18
1022200012,2022,2022-05-11,ATL vs. LAS,1611661330,1611661320,18.0,12.0,6.0,80.7,0.442,0.144,0.282,0.275,69,24,30,13,19,0,11,28,13,0.389,0.089,0.222,0.319,72,25,19,6,23,0,8,28,8
1022200013,2022,2022-05-11,CHI vs. NYL,1611661329,1611661313,83.0,50.0,33.0,69.6,0.529,0.087,0.333,0.176,68,31,22,10,12,0,12,24,7,0.35,0.18,0.226,0.15,60,20,15,2,9,0,7,24,14
1022200014,2022,2022-05-11,PHO vs. SEA,1611661317,1611661328,97.0,77.0,20.0,79.3,0.667,0.203,0.385,0.27,63,36,21,12,17,0,10,27,18,0.458,0.161,0.325,0.225,71,27,28,11,16,0,13,16,15
1022200015,2022,2022-05-13,WAS vs. DAL,1611661322,1611661321,86.0,94.0,-8.0,75.3,0.636,0.213,0.211,0.288,59,31,25,13,17,0,4,28,18,0.577,0.107,0.333,0.354,65,31,29,13,23,0,14,15,9
1022200016,2022,2022-05-13,ATL vs. LVA,1611661330,1611661319,73.0,96.0,-23.0,84.3,0.492,0.211,0.188,0.215,65,28,17,8,14,0,6,30,19,0.588,0.145,0.143,0.279,68,32,35,16,19,0,5,26,13
1022200017,2022,2022-05-13,NYL vs. IND,1611661313,1611661325,86.0,92.0,-6.0,105.8,0.425,0.16,0.038,0.263,80,29,25,10,21,0,2,31,17,0.426,0.176,0.162,0.346,81,31,22,7,28,0,6,51,20
1022200018,2022,2022-05-14,SEA vs. PHO,1611661328,1611661317,64.0,69.0,-5.0,77.2,0.364,0.11,0.267,0.117,77,24,31,8,9,0,12,27,10,0.464,0.142,0.25,0.116,69,26,32,12,8,0,9,33,12
1022200019,2022,2022-05-14,CON vs. LAS,1611661323,1611661320,77.0,60.0,17.0,79.0,0.436,0.193,0.538,0.3,70,28,20,5,21,0,14,31,19,0.38,0.23,0.225,0.407,54,19,12,3,22,0,9,12,19
1022200020,2022,2022-05-14,MIN vs. CHI,1611661324,1611661329,78.0,82.0,-4.0,70.0,0.542,0.178,0.48,0.39,59,29,16,6,23,0,12,25,15,0.464,0.06,0.375,0.29,69,28,24,8,20,0,15,13,5
