game_id,season,game_date,matchup,home_team_id,away_team_id,home_pts,away_pts,margin,pace,h_efg,h_tov,h_oreb,h_ftr,h_fga,h_fgm,h_tpa,h_tpm,h_fta,h_ftm,h_oreb_n,h_dreb_n,h_tov_n,a_efg,a_tov,a_oreb,a_ftr,a_fga,a_fgm,a_tpa,a_tpm,a_fta,a_ftm,a_oreb_n,a_dreb_n,a_tov_n
1021800055,2018,2018-06-13,NYL vs. LVA,1611661313,1611661319,63.0,78.0,-15.0,74.2,0.455,0.159,0.333,0.091,66,28,24,4,6,0,9,17,13,0.485,0.13,0.346,0.308,65,30,12,3,20,0,9,18,11
1021800056,2018,2018-06-14,ATL vs. IND,1611661330,1611661325,55.0,55.0,0.0,69.8,0.366,0.101,0.451,0.448,67,23,21,3,30,0,23,15,9,0.397,0.147,0.5,0.25,68,25,17,4,17,0,15,28,13
1021800057,2018,2018-06-15,WAS vs. LAS,1611661322,1611661320,47.0,58.0,-11.0,76.9,0.507,0.145,0.36,0.261,69,31,22,8,18,0,9,17,13,0.696,0.198,0.32,0.357,56,35,10,8,20,0,8,16,16
1021800058,2018,2018-06-15,DAL vs. LVA,1611661321,1611661319,77.0,67.0,10.0,71.3,0.438,0.132,0.489,0.208,72,31,15,1,15,0,23,20,12,0.45,0.128,0.13,0.3,60,25,6,4,18,0,3,24,10
1021800059,2018,2018-06-15,SEA vs. CON,1611661328,1611661323,103.0,92.0,11.0,74.1,0.576,0.09,0.478,0.5,66,32,27,12,33,0,11,24,8,0.541,0.11,0.455,0.203,74,36,26,8,15,0,20,12,10
1021800060,2018,2018-06-16,IND vs. ATL,1611661325,1611661330,96.0,64.0,32.0,82.8,0.507,0.115,0.367,0.25,76,34,22,9,19,0,11,26,11,0.396,0.197,0.278,0.209,67,25,15,3,14,0,10,19,18
1021800061,2018,2018-06-16,MIN vs. NYL,1611661324,1611661313,85.0,71.0,14.0,82.9,0.529,0.183,0.15,0.186,70,34,18,6,13,0,3,32,17,0.525,0.21,0.135,0.115,61,28,22,8,7,0,5,17,17
1021800062,2018,2018-06-16,PHO vs. CON,1611661317,1611661323,32.0,17.0,15.0,87.8,0.536,0.193,0.314,0.203,69,33,25,8,14,0,11,25,18,0.399,0.161,0.194,0.127,79,29,23,5,10,0,6,24,16
1021800063,2018,2018-06-17,CHI vs. LAS,1611661329,1611661320,72.0,81.0,-9.0,79.4,0.484,0.158,0.111,0.258,62,28,15,4,16,0,4,28,13,0.444,0.1,0.243,0.278,72,30,13,4,20,0,9,32,9
1021800064,2018,2018-06-17,LVA vs. PHO,1611661319,1611661317,73.0,81.0,-8.0,82.7,0.372,0.116,0.353,0.385,78,28,10,2,30,0,12,37,12,0.522,0.093,0.245,0.338,68,29,32,13,23,0,12,22,8
1021800065,2018,2018-06-19,NYL vs. ATL,1611661313,1611661330,79.0,72.0,7.0,85.7,0.426,0.127,0.256,0.257,74,29,20,5,19,0,11,27,12,0.336,0.172,0.289,0.507,67,20,27,5,34,0,11,32,17
1021800066,2018,2018-06-19,WAS vs. CHI,1611661322,1611661329,88.0,60.0,28.0,80.1,0.486,0.128,0.367,0.23,74,33,22,6,17,0,11,25,12,0.344,0.187,0.342,0.344,64,19,20,6,22,0,13,19,17
1021800067,2018,2018-06-19,MIN vs. DAL,1611661324,1611661321,91.0,83.0,8.0,83.4,0.455,0.127,0.2,0.522,67,29,11,3,35,0,4,28,12,0.517,0.235,0.378,0.433,60,28,21,6,26,0,17,16,22
1021800068,2018,2018-06-19,SEA vs. LVA,1611661328,1611661319,77.0,89.0,-12.0,84.2,0.437,0.092,0.054,0.268,71,29,26,4,19,0,2,28,8,0.474,0.095,0.3,0.303,76,34,7,4,23,0,12,35,9
1021800069,2018,2018-06-19,LAS vs. IND,1611661320,1611661325,68.0,53.0,15.0,73.5,0.5,0.091,0.233,0.059,68,32,13,4,4,0,10,19,7,0.326,0.184,0.387,0.203,69,21,14,3,14,0,12,33,17
1021800070,2018,2018-06-22,ATL vs. CON,1611661330,1611661323,75.0,70.0,5.0,83.1,0.393,0.168,0.393,0.672,61,23,11,2,41,0,11,28,16,0.403,0.214,0.364,0.343,67,24,20,6,23,0,16,17,21
1021800071,2018,2018-06-22,DAL vs. LAS,1611661321,1611661320,101.0,72.0,29.0,73.9,0.625,0.127,0.452,0.406,64,34,25,12,26,0,14,23,11,0.469,0.146,0.233,0.185,65,29,15,3,12,0,7,17,12
1021800072,2018,2018-06-22,CHI vs. WAS,1611661329,1611661322,77.0,93.0,-16.0,79.1,0.477,0.206,0.425,0.292,65,28,19,6,19,0,17,12,19,0.591,0.204,0.455,0.273,66,34,23,10,18,0,10,23,19
1021800073,2018,2018-06-22,LVA vs. NYL,1611661319,1611661313,69.0,68.0,1.0,85.0,0.469,0.18,0.356,0.484,64,27,10,6,31,0,16,27,17,0.425,0.159,0.25,0.125,80,30,26,8,10,0,9,29,16
1021800074,2018,2018-06-22,PHO vs. MIN,1611661317,1611661324,72.0,83.0,-11.0,78.7,0.45,0.185,0.275,0.4,60,24,21,6,24,0,11,18,16,0.493,0.122,0.308,0.254,71,32,14,6,18,0,8,29,11
1021800075,2018,2018-06-22,SEA vs. IND,1611661328,1611661325,72.0,63.0,9.0,70.6,0.561,0.23,0.457,0.263,57,28,21,8,15,0,16,21,19,0.382,0.166,0.432,0.111,72,25,19,5,8,0,16,19,15
1021800076,2018,2018-06-24,DAL vs. SEA,1611661321,1611661328,76.0,97.0,-21.0,79.9,0.445,0.148,0.238,0.391,64,25,23,7,25,0,10,12,13,0.625,0.169,0.368,0.191,68,36,29,13,13,0,7,32,15
1021800077,2018,2018-06-24,LAS vs. NYL,1611661320,1611661313,25.0,23.0,2.0,72.9,0.574,0.116,0.182,0.279,61,31,20,8,17,0,6,33,9,0.425,0.179,0.108,0.167,60,23,18,5,10,0,4,27,14
1021800078,2018,2018-06-24,IND vs. CON,1611661325,1611661323,78.0,87.0,-9.0,76.0,0.515,0.143,0.282,0.164,67,31,16,7,11,0,11,16,12,0.543,0.136,0.36,0.2,70,34,17,8,14,0,9,28,12
1021800079,2018,2018-06-24,LVA vs. MIN,1611661319,1611661324,73.0,88.0,-15.0,72.4,0.443,0.148,0.421,0.157,70,29,13,4,11,0,16,13,13,0.587,0.161,0.519,0.13,69,38,15,5,9,0,14,22,14
1021800080,2018,2018-06-24,CHI vs. PHO,1611661329,1611661317,97.0,88.0,9.0,84.6,0.567,0.181,0.393,0.343,67,33,23,10,23,0,11,20,17,0.5,0.156,0.333,0.357,70,31,22,8,25,0,10,17,15
1021800081,2018,2018-06-26,NYL vs. PHO,1611661313,1611661317,69.0,83.0,-14.0,72.3,0.47,0.174,0.308,0.182,66,27,19,8,12,0,8,23,15,0.611,0.171,0.303,0.389,54,26,23,14,21,0,10,18,13
1021800082,2018,2018-06-26,WAS vs. CON,1611661322,1611661323,92.0,80.0,12.0,73.6,0.546,0.083,0.366,0.431,65,31,20,9,28,0,15,17,7,0.485,0.183,0.469,0.265,68,30,18,6,18,0,15,26,17
1021800083,2018,2018-06-26,MIN vs. SEA,1611661324,1611661328,91.0,79.0,12.0,81.4,0.514,0.12,0.259,0.247,73,35,11,5,18,0,7,35,11,0.493,0.128,0.186,0.157,70,30,28,9,11,0,8,20,11
1021800084,2018,2018-06-26,LAS vs. DAL,1611661320,1611661321,87.0,83.0,4.0,82.0,0.563,0.141,0.212,0.365,63,33,15,5,23,0,7,24,12,0.446,0.172,0.351,0.243,74,29,23,8,18,0,13,26,17
1021800085,2018,2018-06-27,CHI vs. ATL,1611661329,1611661330,93.0,80.0,13.0,82.2,0.54,0.147,0.333,0.187,75,37,17,7,14,0,11,31,14,0.515,0.173,0.279,0.313,67,30,19,9,21,0,12,22,16
1021800086,2018,2018-06-27,CON vs. IND,1611661323,1611661325,101.0,89.0,12.0,80.9,0.659,0.182,0.25,0.317,63,35,24,13,20,0,7,25,16,0.553,0.169,0.242,0.273,66,32,19,9,18,0,8,21,15
1021800087,2018,2018-06-27,LVA vs. DAL,1611661319,1611661321,56.0,60.0,-4.0,85.8,0.465,0.136,0.267,0.38,71,31,8,4,27,0,8,28,13,0.529,0.117,0.263,0.414,70,32,28,10,29,0,10,22,11
1021800088,2018,2018-06-28,WAS vs. NYL,1611661322,1611661313,77.0,77.0,0.0,72.0,0.434,0.115,0.364,0.309,68,26,27,7,21,0,12,21,10,0.54,0.183,0.382,0.177,62,31,17,5,11,0,13,21,15
1021800089,2018,2018-06-28,SEA vs. LAS,1611661328,1611661320,81.0,72.0,9.0,80.1,0.5,0.139,0.107,0.221,68,32,19,4,15,0,3,36,12,0.426,0.139,0.217,0.221,68,26,17,6,15,0,10,25,12
1021800090,2018,2018-06-29,IND vs. PHO,1611661325,1611661317,77.0,95.0,-18.0,80.3,0.516,0.148,0.125,0.188,64,29,20,8,12,0,4,15,12,0.597,0.193,0.25,0.339,62,32,21,10,21,0,5,28,17
1021800091,2018,2018-06-29,NYL vs. CHI,1611661313,1611661329,99.0,103.0,-4.0,80.5,0.558,0.116,0.394,0.195,77,39,19,8,15,0,13,20,11,0.653,0.15,0.259,0.419,62,35,21,11,26,0,7,20,13
1021800092,2018,2018-06-29,MIN vs. ATL,1611661324,1611661330,85.0,74.0,11.0,75.9,0.562,0.204,0.391,0.185,65,33,13,7,12,0,9,26,18,0.455,0.16,0.366,0.224,67,29,14,3,15,0,15,14,14
1021800093,2018,2018-06-29,LVA vs. LAS,1611661319,1611661320,94.0,78.0,16.0,76.0,0.555,0.134,0.412,0.484,64,33,8,5,31,0,14,26,12,0.486,0.133,0.35,0.164,73,29,28,13,12,0,14,20,12
1021800094,2018,2018-06-30,WAS vs. PHO,1611661322,1611661317,74.0,84.0,-10.0,71.3,0.443,0.137,0.372,0.186,70,28,22,6,13,0,16,23,12,0.479,0.082,0.378,0.257,70,30,21,7,18,0,14,27,7
1021800095,2018,2018-07-01,DAL vs. MIN,1611661321,1611661324,72.0,76.0,-4.0,84.3,0.452,0.186,0.103,0.29,62,25,22,6,18,0,3,30,16,0.444,0.143,0.143,0.211,71,29,17,5,15,0,5,26,13
1021800096,2018,2018-07-01,LAS vs. LVA,1611661320,1611661319,87.0,71.0,16.0,78.4,0.65,0.178,0.083,0.183,60,35,18,8,11,0,2,22,14,0.527,0.25,0.154,0.286,56,28,6,3,16,0,4,22,21
1021800097,2018,2018-07-01,IND vs. ATL,1611661325,1611661330,83.0,87.0,-4.0,78.3,0.492,0.158,0.343,0.303,66,30,14,5,20,0,12,18,14,0.529,0.156,0.357,0.186,70,35,9,4,13,0,10,23,14
1021800098,2018,2018-07-01,CHI vs. NYL,1611661329,1611661313,84.0,84.0,0.0,86.2,0.5,0.16,0.388,0.311,74,31,30,12,23,0,19,16,16,0.472,0.128,0.385,0.514,72,31,19,6,37,0,10,30,13
1021800099,2018,2018-07-01,SEA vs. CON,1611661328,1611661323,84.0,70.0,14.0,73.8,0.521,0.116,0.419,0.11,73,34,25,8,8,0,18,16,10,0.417,0.15,0.467,0.222,72,27,24,6,16,0,14,25,14
1021800100,2018,2018-07-03,NYL vs. SEA,1611661313,1611661328,62.0,77.0,-15.0,75.2,0.419,0.144,0.2,0.103,68,26,13,5,7,0,8,23,12,0.5,0.147,0.207,0.154,65,30,22,5,10,0,6,32,12
1021800101,2018,2018-07-03,DAL vs. CHI,1611661321,1611661329,108.0,85.0,23.0,83.9,0.627,0.135,0.346,0.127,79,45,23,9,10,0,9,27,13,0.486,0.159,0.341,0.236,72,31,23,8,17,0,14,17,15
1021800102,2018,2018-07-03,MIN vs. IND,1611661324,1611661325,59.0,71.0,-12.0,68.5,0.373,0.14,0.343,0.224,67,22,21,6,15,0,12,28,12,0.42,0.073,0.404,0.246,69,27,15,4,17,0,19,23,6
1021800103,2018,2018-07-03,LAS vs. CON,1611661320,1611661323,72.0,73.0,-1.0,74.9,0.453,0.156,0.263,0.219,64,27,13,4,14,0,10,17,13,0.517,0.206,0.261,0.254,59,29,15,3,15,0,6,28,17
1021800104,2018,2018-07-05,WAS vs. NYL,1611661322,1611661313,86.0,67.0,19.0,75.4,0.531,0.12,0.275,0.292,65,29,27,11,19,0,11,22,10,0.419,0.176,0.241,0.306,62,23,20,6,19,0,7,29,15
1021800105,2018,2018-07-05,DAL vs. IND,1611661321,1611661325,90.0,63.0,27.0,80.3,0.492,0.188,0.5,0.54,63,29,18,4,34,0,17,30,18,0.368,0.139,0.143,0.221,68,24,12,2,15,0,5,17,12
1021800106,2018,2018-07-05,MIN vs. LAS,1611661324,1611661320,83.0,72.0,11.0,70.9,0.589,0.18,0.296,0.321,56,29,13,8,18,0,8,25,14,0.47,0.113,0.242,0.167,66,28,20,6,11,0,8,19,9
1021800107,2018,2018-07-05,LVA vs. CHI,1611661319,1611661329,84.0,80.0,4.0,83.5,0.442,0.094,0.241,0.244,78,33,7,3,19,0,7,33,9,0.486,0.174,0.283,0.186,70,30,21,8,13,0,13,22,16
1021800108,2018,2018-07-05,PHO vs. CON,1611661317,1611661323,84.0,77.0,7.0,82.5,0.508,0.192,0.263,0.475,59,26,25,8,28,0,10,32,17,0.401,0.122,0.273,0.16,81,28,22,9,13,0,12,28,12
1021800109,2018,2018-07-06,ATL vs. SEA,1611661330,1611661328,86.0,95.0,-9.0,83.2,0.452,0.116,0.207,0.329,73,28,26,10,24,0,6,24,11,0.579,0.142,0.368,0.286,70,36,20,9,20,0,14,23,13
1021800110,2018,2018-07-07,LAS vs. WAS,1611661320,1611661322,74.0,83.0,-9.0,77.1,0.484,0.167,0.222,0.203,64,29,16,4,13,0,6,24,14,0.418,0.145,0.351,0.574,61,25,16,1,35,0,13,21,13
1021800111,2018,2018-07-07,CHI vs. MIN,1611661329,1611661324,77.0,63.0,14.0,80.0,0.548,0.172,0.069,0.159,63,30,17,9,10,0,2,36,14,0.388,0.16,0.265,0.079,76,27,18,5,6,0,13,27,15
1021800112,2018,2018-07-07,LVA vs. CON,1611661319,1611661323,94.0,90.0,4.0,82.4,0.52,0.117,0.304,0.253,75,37,13,4,19,0,7,31,11,0.506,0.094,0.367,0.122,82,37,29,9,10,0,18,16,9
1021800113,2018,2018-07-08,ATL vs. PHO,1611661330,1611661317,76.0,70.0,6.0,82.5,0.444,0.161,0.333,0.225,71,29,17,5,16,0,12,31,15,0.432,0.17,0.244,0.122,74,27,31,10,9,0,10,24,16
1021800114,2018,2018-07-08,NYL vs. DAL,1611661313,1611661321,87.0,97.0,-10.0,80.8,0.453,0.065,0.211,0.347,75,30,24,8,26,0,8,22,6,0.546,0.103,0.312,0.462,65,32,21,7,30,0,10,30,9
1021800115,2018,2018-07-08,SEA vs. WAS,1611661328,1611661322,77.0,66.0,11.0,71.7,0.597,0.12,0.391,0.419,62,31,20,12,26,0,9,27,10,0.549,0.082,0.372,0.225,71,32,29,14,16,0,16,14,7
1021800116,2018,2018-07-10,SEA vs. LAS,1611661328,1611661320,75.0,77.0,-2.0,83.3,0.471,0.221,0.325,0.159,69,30,24,5,11,0,13,28,21,0.44,0.131,0.2,0.147,75,30,15,6,11,0,7,27,12
1021800117,2018,2018-07-10,DAL vs. PHO,1611661321,1611661317,101.0,72.0,29.0,79.3,0.556,0.145,0.625,0.38,71,36,18,7,27,0,15,21,14,0.484,0.237,0.364,0.21,62,27,19,6,13,0,12,9,21
1021800118,2018,2018-07-10,CHI vs. LVA,1611661329,1611661319,74.0,98.0,-24.0,86.1,0.415,0.131,0.176,0.282,71,27,18,5,20,0,6,27,12,0.521,0.142,0.308,0.356,73,35,12,6,26,0,12,28,14
1021800119,2018,2018-07-11,CON vs. NYL,1611661323,1611661313,76.0,79.0,-3.0,71.9,0.456,0.123,0.5,0.353,68,29,15,4,24,0,24,14,11,0.5,0.146,0.44,0.169,71,32,21,7,12,0,11,24,13
1021800120,2018,2018-07-11,WAS vs. ATL,1611661322,1611661330,89.0,106.0,-17.0,77.0,0.486,0.119,0.4,0.26,73,30,25,11,19,0,10,24,11,0.684,0.119,0.333,0.191,68,41,18,11,13,0,12,15,10
1021800121,2018,2018-07-11,IND vs. MIN,1611661325,1611661324,65.0,87.0,-22.0,75.4,0.432,0.125,0.094,0.136,66,27,9,3,9,0,3,23,10,0.547,0.133,0.281,0.281,64,33,16,4,18,0,9,29,11
1021800122,2018,2018-07-12,LAS vs. DAL,1611661320,1611661321,77.0,92.0,-15.0,76.3,0.468,0.154,0.303,0.355,62,27,17,4,22,0,10,17,13,0.528,0.121,0.433,0.25,72,36,22,4,18,0,13,23,11
1021800123,2018,2018-07-13,ATL vs. IND,1611661330,1611661325,98.0,74.0,24.0,75.3,0.623,0.176,0.516,0.354,65,37,21,7,23,0,16,25,16,0.449,0.137,0.324,0.25,68,27,17,7,17,0,12,15,12
1021800124,2018,2018-07-13,CON vs. PHO,1611661323,1611661317,91.0,87.0,4.0,76.6,0.554,0.08,0.306,0.189,74,38,16,6,14,0,11,19,7,0.586,0.17,0.208,0.397,58,30,19,8,23,0,5,25,14
1021800125,2018,2018-07-13,WAS vs. CHI,1611661322,1611661329,88.0,72.0,16.0,82.3,0.486,0.146,0.308,0.274,73,30,23,11,20,0,8,31,14,0.463,0.189,0.295,0.194,67,29,21,4,13,0,13,18,17
1021800126,2018,2018-07-13,MIN vs. LVA,1611661324,1611661319,77.0,85.0,-8.0,69.8,0.432,0.1,0.387,0.247,73,29,18,5,18,0,12,24,9,0.532,0.142,0.489,0.349,63,31,16,5,22,0,23,19,12
1021800127,2018,2018-07-14,SEA vs. DAL,1611661328,1611661321,91.0,84.0,7.0,85.5,0.461,0.137,0.306,0.338,77,32,24,7,26,0,11,29,14,0.514,0.164,0.293,0.246,69,32,21,7,17,0,12,25,15
1021800128,2018,2018-07-15,ATL vs. WAS,1611661330,1611661322,13.0,24.0,-11.0,79.9,0.384,0.086,0.222,0.384,73,26,17,4,28,0,8,34,8,0.443,0.083,0.227,0.243,70,28,22,6,17,0,10,28,7
1021800129,2018,2018-07-15,NYL vs. CHI,1611661313,1611661329,107.0,84.0,23.0,79.1,0.649,0.151,0.655,0.388,67,41,15,5,26,0,19,14,14,0.515,0.185,0.333,0.338,65,30,22,7,22,0,7,10,17
1021800130,2018,2018-07-15,IND vs. PHO,1611661325,1611661317,82.0,101.0,-19.0,77.8,0.451,0.102,0.38,0.268,71,31,13,2,19,0,19,16,9,0.621,0.102,0.111,0.3,70,38,26,11,21,0,2,31,9
1021800131,2018,2018-07-15,LVA vs. LAS,1611661319,1611661320,78.0,99.0,-21.0,80.3,0.427,0.134,0.353,0.267,75,31,12,2,20,0,12,31,13,0.553,0.079,0.295,0.171,76,37,20,10,13,0,13,22,7
1021800132,2018,2018-07-15,MIN vs. CON,1611661324,1611661323,64.0,83.0,-19.0,76.9,0.453,0.181,0.182,0.141,64,27,15,4,9,0,6,21,15,0.514,0.154,0.4,0.153,72,31,25,12,11,0,14,27,14
1021800133,2018,2018-07-17,DAL vs. NYL,1611661321,1611661313,104.0,87.0,17.0,82.9,0.571,0.122,0.269,0.571,63,32,21,8,36,0,7,25,11,0.523,0.176,0.242,0.391,64,30,17,7,25,0,8,19,16
1021800134,2018,2018-07-17,CON vs. ATL,1611661323,1611661330,83.0,86.0,-3.0,77.8,0.481,0.128,0.346,0.115,78,34,20,7,9,0,9,30,12,0.5,0.166,0.4,0.369,65,30,14,5,24,0,20,17,15
1021800135,2018,2018-07-18,CHI vs. SEA,1611661329,1611661328,83.0,101.0,-18.0,79.4,0.536,0.176,0.368,0.188,69,33,26,8,13,0,14,17,16,0.613,0.143,0.346,0.225,71,38,27,11,16,0,9,24,13
1021800136,2018,2018-07-18,MIN vs. IND,1611661324,1611661325,89.0,65.0,24.0,68.8,0.595,0.111,0.48,0.317,63,33,19,9,20,0,12,24,9,0.422,0.138,0.314,0.172,64,26,7,2,11,0,11,13,11
1021800137,2018,2018-07-19,ATL vs. NYL,1611661330,1611661313,82.0,68.0,14.0,87.7,0.369,0.11,0.366,0.227,88,28,30,9,20,0,15,34,12,0.438,0.21,0.209,0.231,65,26,18,5,15,0,9,26,19
1021800138,2018,2018-07-19,DAL vs. WAS,1611661321,1611661322,90.0,81.0,9.0,80.8,0.492,0.138,0.364,0.515,66,29,18,7,34,0,12,29,13,0.426,0.094,0.356,0.16,81,31,28,7,13,0,16,21,9
1021800139,2018,2018-07-19,PHO vs. LVA,1611661317,1611661319,82.0,85.0,-3.0,88.6,0.405,0.151,0.194,0.324,74,26,29,8,24,0,6,35,15,0.404,0.092,0.286,0.308,78,30,10,3,24,0,14,25,9
1021800140,2018,2018-07-20,CON vs. SEA,1611661323,1611661328,60.0,72.0,-12.0,77.9,0.451,0.25,0.269,0.18,61,25,17,5,11,0,7,31,22,0.507,0.143,0.225,0.132,68,29,25,11,9,0,9,19,12
1021800141,2018,2018-07-20,CHI vs. DAL,1611661329,1611661321,114.0,99.0,15.0,90.3,0.649,0.179,0.28,0.257,74,42,25,12,19,0,7,32,18,0.472,0.112,0.256,0.521,71,30,27,7,37,0,11,18,11
1021800142,2018,2018-07-20,LAS vs. IND,1611661320,1611661325,76.0,78.0,-2.0,74.1,0.486,0.128,0.286,0.157,70,32,18,4,11,0,10,28,11,0.493,0.095,0.3,0.139,72,31,23,9,10,0,12,25,8
1021800143,2018,2018-07-21,NYL vs. WAS,1611661313,1611661322,78.0,95.0,-17.0,76.0,0.524,0.171,0.154,0.175,63,29,23,8,11,0,4,19,14,0.623,0.156,0.321,0.344,61,33,25,10,21,0,9,22,13
1021800144,2018,2018-07-21,PHO vs. MIN,1611661317,1611661324,75.0,80.0,-5.0,74.5,0.437,0.134,0.267,0.302,63,24,23,7,19,0,8,19,11,0.457,0.156,0.441,0.186,70,30,14,4,13,0,15,22,14
1021800145,2018,2018-07-22,ATL vs. SEA,1611661330,1611661328,80.0,65.0,15.0,73.0,0.507,0.11,0.478,0.324,71,35,11,2,23,0,22,19,10,0.472,0.148,0.367,0.127,71,29,28,9,9,0,11,24,13
1021800146,2018,2018-07-22,DAL vs. CON,1611661321,1611661323,75.0,92.0,-17.0,73.0,0.492,0.144,0.273,0.182,66,30,21,5,12,0,6,23,12,0.568,0.091,0.452,0.176,74,37,20,10,13,0,19,16,8
1021800147,2018,2018-07-22,LVA vs. IND,1611661319,1611661325,88.0,74.0,14.0,81.7,0.479,0.116,0.292,0.329,73,33,11,4,24,0,7,40,11,0.449,0.136,0.231,0.265,68,28,13,5,18,0,12,17,12
1021800148,2018,2018-07-22,CHI vs. LAS,1611661329,1611661320,76.0,93.0,-17.0,73.4,0.5,0.15,0.359,0.159,69,31,24,7,11,0,14,18,13,0.582,0.105,0.4,0.123,73,38,22,9,9,0,12,25,9
1021800149,2018,2018-07-24,CON vs. WAS,1611661323,1611661322,94.0,68.0,26.0,71.5,0.64,0.155,0.515,0.103,68,39,16,9,7,0,17,22,13,0.411,0.105,0.312,0.123,73,28,26,4,9,0,10,16,9
1021800150,2018,2018-07-24,IND vs. SEA,1611661325,1611661328,72.0,92.0,-20.0,83.2,0.378,0.096,0.2,0.192,78,27,17,5,15,0,8,33,9,0.592,0.137,0.175,0.155,71,36,28,12,11,0,7,32,12
1021800151,2018,2018-07-24,MIN vs. NYL,1611661324,1611661313,85.0,82.0,3.0,81.5,0.428,0.073,0.316,0.395,76,31,19,3,30,0,12,25,7,0.479,0.151,0.359,0.178,73,31,29,8,13,0,14,26,14
1021800152,2018,2018-07-24,LAS vs. ATL,1611661320,1611661330,71.0,81.0,-10.0,68.9,0.452,0.147,0.419,0.238,63,26,20,5,15,0,18,11,12,0.521,0.126,0.542,0.169,71,35,13,4,12,0,13,25,11
1021800153,2018,2018-07-25,PHO vs. CHI,1611661317,1611661329,87.0,101.0,-14.0,80.4,0.457,0.128,0.343,0.386,70,28,20,8,27,0,12,18,12,0.621,0.133,0.379,0.257,70,39,23,9,18,0,11,23,12
1021800154,2018,2018-07-31,ATL vs. WAS,1611661330,1611661322,71.0,86.0,-15.0,78.9,0.377,0.098,0.226,0.301,73,26,22,3,22,0,7,28,9,0.515,0.157,0.364,0.235,68,31,23,8,16,0,16,24,14
1021800155,2018,2018-07-31,DAL vs. CHI,1611661321,1611661329,91.0,92.0,-1.0,85.3,0.419,0.146,0.324,0.432,74,30,22,2,32,0,11,34,15,0.563,0.093,0.171,0.211,71,37,13,6,15,0,7,23,8
1021800156,2018,2018-07-31,PHO vs. SEA,1611661317,1611661328,91.0,102.0,-11.0,77.6,0.514,0.078,0.364,0.333,72,34,22,6,24,0,16,16,7,0.615,0.111,0.333,0.176,74,40,22,11,13,0,8,28,10
1021800157,2018,2018-08-01,CON vs. NYL,1611661323,1611661313,92.0,77.0,15.0,77.2,0.546,0.109,0.395,0.184,76,36,26,11,14,0,17,21,10,0.5,0.174,0.25,0.182,66,29,20,8,12,0,7,26,15
1021800158,2018,2018-08-01,LVA vs. PHO,1611661319,1611661317,93.0,104.0,-11.0,81.3,0.405,0.076,0.447,0.357,84,33,11,2,30,0,21,20,8,0.595,0.152,0.412,0.556,63,32,26,11,35,0,14,26,14
1021800159,2018,2018-08-02,IND vs. DAL,1611661325,1611661321,84.0,78.0,6.0,76.8,0.515,0.107,0.265,0.284,67,31,20,7,19,0,9,16,9,0.508,0.223,0.5,0.328,64,30,22,5,21,0,16,25,21
1021800160,2018,2018-08-02,LAS vs. MIN,1611661320,1611661324,79.0,57.0,22.0,72.9,0.554,0.114,0.103,0.169,65,32,16,8,11,0,3,27,9,0.418,0.177,0.25,0.148,61,25,10,1,9,0,9,26,14
1021800161,2018,2018-08-03,ATL vs. CHI,1611661330,1611661329,89.0,74.0,15.0,84.5,0.487,0.122,0.333,0.244,78,35,19,6,19,0,11,28,12,0.415,0.185,0.263,0.338,65,25,13,4,22,0,10,22,17
1021800163,2018,2018-08-03,SEA vs. MIN,1611661328,1611661324,85.0,75.0,10.0,80.4,0.563,0.116,0.186,0.155,71,34,24,12,11,0,8,22,10,0.5,0.202,0.214,0.134,67,31,13,5,9,0,6,35,18
1021800164,2018,2018-08-04,NYL vs. IND,1611661313,1611661325,55.0,68.0,-13.0,75.9,0.349,0.216,0.276,0.222,63,20,23,4,14,0,8,31,19,0.391,0.137,0.34,0.217,69,25,13,4,15,0,16,21,12
1021800165,2018,2018-08-05,CON vs. LVA,1611661323,1611661319,109.0,88.0,21.0,80.8,0.656,0.109,0.4,0.13,77,46,22,9,10,0,14,21,10,0.558,0.157,0.192,0.203,69,35,12,7,14,0,5,21,14
1021800166,2018,2018-08-05,DAL vs. WAS,1611661321,1611661322,74.0,76.0,-2.0,72.2,0.493,0.148,0.41,0.097,72,32,19,7,7,0,16,28,13,0.515,0.102,0.176,0.185,65,28,32,11,12,0,6,23,8
1021800167,2018,2018-08-05,LAS vs. PHO,1611661320,1611661317,78.0,75.0,3.0,69.7,0.5,0.089,0.281,0.302,63,30,15,3,19,0,9,27,7,0.455,0.052,0.206,0.242,66,26,27,8,16,0,7,23,4
1021800168,2018,2018-08-05,MIN vs. ATL,1611661324,1611661330,66.0,86.0,-20.0,74.6,0.399,0.128,0.269,0.188,69,26,13,3,13,0,7,23,11,0.557,0.149,0.425,0.143,70,33,30,12,10,0,17,19,13
1021800169,2018,2018-08-06,NYL vs. SEA,1611661313,1611661328,80.0,96.0,-16.0,87.4,0.514,0.209,0.182,0.111,72,34,16,6,8,0,6,36,20,0.487,0.082,0.25,0.263,80,35,21,8,21,0,12,27,8
1021800170,2018,2018-08-07,ATL vs. LVA,1611661330,1611661319,63.0,63.0,0.0,85.4,0.594,0.085,0.333,0.188,80,43,23,9,15,0,12,17,8,0.527,0.112,0.37,0.405,74,36,14,6,30,0,10,24,11
