game_id,team,foul_kind,shot_type,x,y,dist,season
1022500250,DAL,and_one,at_rim,-4,10,1,2025_full
1022500251,LAS,shooting,at_rim,-29,24,4,2025_full
1022500251,LAS,and_one,at_rim,6,25,3,2025_full
1022500251,IND,shooting,midrange,62,79,10,2025_full
1022500252,CON,and_one,at_rim,-28,16,3,2025_full
1022500252,CON,shooting,at_rim,0,-6,1,2025_full
1022500253,WAS,shooting,midrange,144,40,15,2025_full
1022500253,GSV,and_one,midrange,32,53,6,2025_full
1022500253,GSV,and_one,midrange,57,39,7,2025_full
1022500253,GSV,shooting,at_rim,27,7,3,2025_full
1022500254,CHI,shooting,at_rim,0,-6,1,2025_full
1022500254,SEA,shooting,3pt,-138,192,24,2025_full
1022500254,SEA,and_one,at_rim,-2,34,3,2025_full
1022500254,CHI,and_one,at_rim,29,18,3,2025_full
1022500254,CHI,shooting,at_rim,13,35,4,2025_full
1022500254,SEA,and_one,at_rim,-11,20,2,2025_full
1022500254,SEA,shooting,at_rim,9,42,4,2025_full
1022500254,CHI,and_one,midrange,2,52,5,2025_full
1022500254,SEA,shooting,at_rim,17,33,4,2025_full
1022500255,NYL,shooting,at_rim,-17,34,4,2025_full
1022500255,PHX,shooting,at_rim,6,1,1,2025_full
1022500255,PHX,and_one,3pt,-238,1,24,2025_full
1022500256,LAS,and_one,at_rim,23,10,3,2025_full
1022500256,LAS,and_one,at_rim,1,15,2,2025_full
1022500257,GSV,shooting,3pt,-46,262,27,2025_full
1022500257,IND,and_one,midrange,-47,-1,5,2025_full
1022500257,GSV,and_one,midrange,43,29,5,2025_full
1022500257,GSV,and_one,midrange,-169,74,18,2025_full
1022500257,IND,and_one,midrange,6,54,5,2025_full
1022500258,ATL,shooting,at_rim,2,28,3,2025_full
1022500258,CON,and_one,midrange,16,76,8,2025_full
1022500258,ATL,and_one,at_rim,-6,13,1,2025_full
1022500258,ATL,shooting,at_rim,4,6,1,2025_full
1022500258,CON,and_one,midrange,-23,60,6,2025_full
1022500258,ATL,shooting,at_rim,21,7,2,2025_full
1022500258,CON,and_one,at_rim,-19,11,2,2025_full
1022500258,CON,and_one,midrange,-65,89,11,2025_full
1022500258,ATL,and_one,at_rim,-15,26,3,2025_full
1022500258,ATL,and_one,midrange,-18,61,6,2025_full
1022500258,ATL,and_one,midrange,48,97,11,2025_full
1022500258,CON,shooting,3pt,-229,-14,0,2025_full
1022500258,ATL,and_one,at_rim,-18,39,4,2025_full
1022500259,MIN,and_one,at_rim,-34,12,4,2025_full
1022500259,MIN,shooting,3pt,157,194,25,2025_full
1022500259,DAL,shooting,at_rim,-17,33,4,2025_full
1022500259,DAL,and_one,at_rim,-17,28,3,2025_full
1022500259,DAL,and_one,at_rim,28,29,4,2025_full
1022500259,DAL,shooting,at_rim,28,29,4,2025_full
1022500259,DAL,and_one,midrange,48,9,5,2025_full
1022500260,LAS,shooting,at_rim,26,10,3,2025_full
1022500260,SEA,and_one,at_rim,-11,15,2,2025_full
1022500260,LAS,and_one,at_rim,-35,-12,4,2025_full
1022500260,LAS,and_one,at_rim,-27,15,3,2025_full
1022500260,LAS,and_one,at_rim,13,7,1,2025_full
1022500260,LAS,and_one,at_rim,1,7,1,2025_full
1022500260,SEA,and_one,at_rim,37,23,4,2025_full
1022500260,SEA,and_one,at_rim,17,-6,2,2025_full
1022500260,SEA,and_one,at_rim,-43,-10,4,2025_full
1022500260,LAS,and_one,midrange,39,33,5,2025_full
1022500261,GSV,and_one,at_rim,-35,7,4,2025_full
1022500261,GSV,shooting,at_rim,-35,7,4,2025_full
1022500261,GSV,and_one,3pt,-228,101,25,2025_full
1022500261,GSV,and_one,midrange,33,46,6,2025_full
1022500261,NYL,shooting,midrange,-33,33,5,2025_full
1022500261,NYL,and_one,midrange,4,55,6,2025_full
1022500261,NYL,shooting,midrange,4,55,6,2025_full
1022500262,PHX,and_one,at_rim,38,14,4,2025_full
1022500262,PHX,shooting,midrange,19,78,8,2025_full
1022500262,PHX,and_one,midrange,15,43,5,2025_full
1022500262,PHX,and_one,midrange,-42,23,5,2025_full
1022500262,PHX,shooting,3pt,191,280,34,2025_full
1022500262,IND,and_one,at_rim,-15,19,2,2025_full
1022500262,PHX,shooting,midrange,29,192,19,2025_full
1022500262,PHX,shooting,midrange,9,114,11,2025_full
1022500262,PHX,shooting,3pt,-207,119,24,2025_full
1022500263,LAS,shooting,3pt,143,201,25,2025_full
1022500263,ATL,shooting,3pt,-165,186,25,2025_full
1022500263,LAS,and_one,at_rim,6,13,1,2025_full
1022500263,ATL,and_one,at_rim,2,36,4,2025_full
1022500263,ATL,and_one,at_rim,17,24,3,2025_full
1022500263,LAS,shooting,midrange,3,71,7,2025_full
1022500263,LAS,and_one,midrange,-3,49,5,2025_full
1022500263,ATL,and_one,at_rim,22,11,2,2025_full
1022500263,LAS,and_one,at_rim,-33,23,4,2025_full
1022500263,LAS,shooting,3pt,-223,86,24,2025_full
1022500263,LAS,shooting,3pt,-227,68,24,2025_full
1022500264,CHI,and_one,at_rim,17,7,2,2025_full
1022500264,CHI,and_one,midrange,-43,47,6,2025_full
1022500264,CHI,and_one,at_rim,-10,9,1,2025_full
1022500264,CON,and_one,midrange,-96,39,10,2025_full
1022500264,CON,and_one,at_rim,-20,-1,2,2025_full
1022500264,CHI,shooting,at_rim,0,-6,1,2025_full
1022500264,CHI,shooting,at_rim,18,4,2,2025_full
1022500264,CON,and_one,at_rim,20,10,2,2025_full
1022500264,CHI,and_one,at_rim,-17,8,2,2025_full
1022500265,WAS,and_one,at_rim,-7,6,1,2025_full
1022500265,WAS,shooting,at_rim,-19,2,2,2025_full
1022500265,PHX,and_one,at_rim,15,11,2,2025_full
1022500265,WAS,and_one,midrange,5,58,6,2025_full
1022500265,WAS,and_one,midrange,35,29,5,2025_full
1022500266,GSV,and_one,at_rim,-16,15,2,2025_full
1022500266,DAL,and_one,midrange,29,47,6,2025_full
1022500266,GSV,and_one,midrange,-23,176,18,2025_full
1022500266,GSV,and_one,midrange,-13,109,11,2025_full
1022500266,DAL,shooting,midrange,-4,52,5,2025_full
1022500266,DAL,and_one,midrange,-93,60,11,2025_full
1022500266,GSV,and_one,midrange,35,43,6,2025_full
1022500267,MIN,shooting,at_rim,-28,21,4,2025_full
1022500267,LVA,and_one,midrange,12,47,5,2025_full
1022500267,MIN,shooting,midrange,-40,104,11,2025_full
1022500268,LAS,shooting,at_rim,-28,20,3,2025_full
1022500268,LAS,and_one,at_rim,-11,9,1,2025_full
1022500268,LAS,shooting,at_rim,-7,5,1,2025_full
1022500269,IND,and_one,3pt,238,25,24,2025_full
1022500269,CHI,shooting,3pt,151,242,29,2025_full
1022500269,CHI,shooting,at_rim,-27,14,3,2025_full
1022500269,CHI,shooting,at_rim,-19,1,2,2025_full
1022500269,CHI,shooting,at_rim,6,11,1,2025_full
1022500269,CHI,shooting,midrange,-145,136,20,2025_full
1022500269,IND,and_one,midrange,33,36,5,2025_full
1022500269,CHI,and_one,midrange,55,29,6,2025_full
1022500269,IND,and_one,at_rim,23,9,2,2025_full
1022500269,IND,and_one,midrange,-3,81,8,2025_full
1022500270,NYL,shooting,3pt,169,181,25,2025_full
1022500270,NYL,shooting,3pt,203,114,0,2025_full
1022500270,NYL,and_one,at_rim,12,11,2,2025_full
1022500270,SEA,and_one,midrange,7,87,9,2025_full
1022500270,NYL,shooting,at_rim,27,16,3,2025_full
1022500271,CON,and_one,midrange,71,35,8,2025_full
1022500271,PHX,and_one,midrange,22,53,6,2025_full
1022500271,PHX,and_one,at_rim,-8,37,4,2025_full
1022500271,PHX,shooting,3pt,63,248,26,2025_full
1022500271,CON,and_one,midrange,-45,19,5,2025_full
1022500271,CON,shooting,midrange,-45,19,5,2025_full
1022500271,PHX,and_one,midrange,-24,55,6,2025_full
1022500271,CON,and_one,at_rim,38,12,4,2025_full
1022500271,PHX,and_one,at_rim,29,25,4,2025_full
1022500271,CON,and_one,at_rim,26,32,4,2025_full
1022500271,CON,shooting,midrange,46,82,9,2025_full
1022500272,MIN,and_one,at_rim,-2,2,0,2025_full
1022500272,GSV,shooting,3pt,-240,-7,24,2025_full
1022500272,GSV,shooting,at_rim,6,-12,1,2025_full
1022500272,GSV,and_one,midrange,-23,95,10,2025_full
1022500272,GSV,shooting,3pt,-146,203,25,2025_full
1022500272,GSV,and_one,midrange,51,31,6,2025_full
1022500273,IND,and_one,at_rim,32,27,4,2025_full
1022500273,WAS,and_one,at_rim,11,43,4,2025_full
1022500273,WAS,and_one,at_rim,-39,13,4,2025_full
1022500273,WAS,and_one,at_rim,26,22,3,2025_full
1022500273,IND,and_one,midrange,-10,55,6,2025_full
1022500273,IND,shooting,at_rim,-11,28,3,2025_full
1022500274,DAL,and_one,midrange,50,23,6,2025_full
1022500274,LAS,shooting,midrange,-40,47,6,2025_full
1022500274,DAL,shooting,at_rim,-21,6,2,2025_full
1022500274,LAS,and_one,at_rim,18,15,2,2025_full
1022500274,LAS,and_one,at_rim,-8,13,2,2025_full
1022500274,LAS,and_one,at_rim,11,27,3,2025_full
1022500274,DAL,shooting,3pt,165,181,24,2025_full
1022500274,LAS,and_one,at_rim,-17,33,4,2025_full
1022500275,LVA,and_one,midrange,39,50,6,2025_full
1022500275,LVA,and_one,midrange,-46,65,8,2025_full
1022500275,CHI,and_one,midrange,40,32,5,2025_full
1022500275,LVA,shooting,midrange,-48,15,5,2025_full
1022500276,ATL,shooting,3pt,-164,174,24,2025_full
1022500276,CON,shooting,midrange,-40,30,5,2025_full
1022500276,ATL,shooting,3pt,-118,221,25,2025_full
1022500276,ATL,and_one,at_rim,-6,13,1,2025_full
1022500276,ATL,and_one,midrange,-39,24,5,2025_full
1022500276,ATL,and_one,at_rim,7,14,2,2025_full
1022500276,CON,and_one,at_rim,-27,17,3,2025_full
1022500277,NYL,and_one,midrange,-16,53,6,2025_full
1022500277,NYL,shooting,midrange,-39,25,5,2025_full
1022500277,WAS,shooting,midrange,41,28,5,2025_full
1022500277,NYL,shooting,3pt,-229,117,26,2025_full
1022500277,NYL,shooting,3pt,185,153,24,2025_full
1022500277,NYL,and_one,at_rim,-18,7,2,2025_full
1022500277,WAS,shooting,midrange,74,135,15,2025_full
1022500277,WAS,and_one,at_rim,21,21,3,2025_full
1022500278,MIN,and_one,at_rim,-32,4,3,2025_full
1022500278,MIN,shooting,at_rim,-28,6,3,2025_full
1022500279,LVA,shooting,midrange,-136,-12,14,2025_full
1022500279,CHI,shooting,at_rim,2,39,4,2025_full
1022500279,LVA,shooting,midrange,149,1,15,2025_full
1022500280,LAS,and_one,at_rim,-9,24,3,2025_full
1022500280,LAS,shooting,3pt,183,154,24,2025_full
1022500280,LAS,and_one,at_rim,-11,22,2,2025_full
1022500280,PHX,and_one,at_rim,2,4,0,2025_full
1022500280,PHX,shooting,at_rim,-15,23,3,2025_full
1022500280,LAS,and_one,at_rim,-1,15,2,2025_full
1022500280,LAS,and_one,at_rim,-6,15,2,2025_full
1022500280,LAS,and_one,midrange,107,22,11,2025_full
1022500281,SEA,and_one,at_rim,-24,15,3,2025_full
1022500281,SEA,shooting,3pt,227,22,0,2025_full
1022500281,GSV,and_one,midrange,12,75,8,2025_full
1022500281,GSV,and_one,at_rim,-26,0,3,2025_full
1022500281,SEA,and_one,at_rim,-4,31,3,2025_full
1022500281,GSV,shooting,at_rim,-18,14,2,2025_full
1022500281,SEA,shooting,3pt,-130,195,0,2025_full
1022500281,SEA,shooting,at_rim,-38,4,4,2025_full
1022500282,ATL,and_one,midrange,-116,25,12,2025_full
1022500282,ATL,shooting,midrange,-28,41,5,2025_full
1022500282,CON,shooting,3pt,106,213,24,2025_full
1022500282,CON,and_one,at_rim,36,12,4,2025_full
1022500282,CON,shooting,at_rim,7,1,1,2025_full
1022500283,NYL,shooting,at_rim,0,-6,1,2025_full
1022500283,NYL,and_one,at_rim,0,-6,1,2025_full
1022500283,CHI,and_one,at_rim,9,7,1,2025_full
1022500283,NYL,and_one,at_rim,-5,7,1,2025_full
1022500283,NYL,and_one,at_rim,15,11,2,2025_full
1022500283,NYL,shooting,at_rim,0,-6,1,2025_full
1022500283,CHI,shooting,3pt,-150,202,25,2025_full
1022500284,PHX,shooting,3pt,-11,262,26,2025_full
1022500284,PHX,and_one,midrange,-13,46,5,2025_full
1022500284,DAL,and_one,at_rim,11,20,2,2025_full
1022500284,DAL,and_one,at_rim,3,9,1,2025_full
1022500284,DAL,and_one,midrange,0,66,7,2025_full
1022500284,DAL,shooting,midrange,-9,82,8,2025_full
1022500284,DAL,shooting,3pt,113,233,26,2025_full
1022500285,GSV,shooting,3pt,175,159,24,2025_full
1022500285,MIN,and_one,at_rim,29,2,3,2025_full
1022500285,MIN,shooting,at_rim,0,12,1,2025_full
1022500286,LAS,shooting,at_rim,-20,20,3,2025_full
1022500286,LAS,and_one,at_rim,-17,16,2,2025_full
1022500286,LAS,and_one,at_rim,28,18,3,2025_full
1022600001,NYL,and_one,at_rim,-15,12,2,2026_first8
1022600001,CON,and_one,at_rim,23,18,3,2026_first8
1022600001,CON,and_one,at_rim,17,6,2,2026_first8
1022600001,CON,and_one,at_rim,-13,6,1,2026_first8
1022600001,NYL,shooting,at_rim,26,18,3,2026_first8
1022600001,NYL,and_one,at_rim,29,10,3,2026_first8
1022600002,TOR,shooting,midrange,56,5,6,2026_first8
1022600002,TOR,shooting,midrange,22,59,6,2026_first8
1022600002,WAS,and_one,at_rim,-16,20,3,2026_first8
1022600002,TOR,and_one,at_rim,-15,13,2,2026_first8
1022600002,WAS,shooting,at_rim,0,-6,1,2026_first8
1022600002,TOR,shooting,at_rim,22,17,3,2026_first8
1022600002,WAS,and_one,at_rim,10,25,3,2026_first8
1022600002,WAS,and_one,at_rim,-8,9,1,2026_first8
1022600003,SEA,and_one,midrange,-20,86,9,2026_first8
1022600003,SEA,shooting,at_rim,26,2,3,2026_first8
1022600003,GSV,and_one,midrange,1,90,9,2026_first8
1022600003,SEA,shooting,midrange,166,27,17,2026_first8
1022600003,SEA,and_one,midrange,-17,67,7,2026_first8
1022600003,GSV,and_one,at_rim,-22,10,2,2026_first8
1022600003,SEA,and_one,midrange,53,120,13,2026_first8
1022600003,GSV,and_one,midrange,-43,93,10,2026_first8
1022600003,SEA,shooting,midrange,-50,99,11,2026_first8
1022600004,DAL,and_one,at_rim,16,12,2,2026_first8
1022600004,DAL,and_one,at_rim,-23,14,3,2026_first8
1022600004,DAL,and_one,at_rim,-26,12,3,2026_first8
1022600004,DAL,shooting,midrange,-61,34,7,2026_first8
1022600004,DAL,and_one,at_rim,11,28,3,2026_first8
1022600004,IND,shooting,3pt,-45,243,25,2026_first8
1022600004,DAL,and_one,3pt,-138,194,24,2026_first8
1022600004,DAL,shooting,at_rim,-23,-10,3,2026_first8
1022600004,IND,and_one,at_rim,-21,24,3,2026_first8
1022600005,LVA,shooting,midrange,-77,67,10,2026_first8
1022600005,PHX,shooting,midrange,63,56,8,2026_first8
1022600005,PHX,and_one,midrange,-51,58,8,2026_first8
1022600005,LVA,shooting,at_rim,33,15,4,2026_first8
1022600005,PHX,and_one,at_rim,-37,0,4,2026_first8
1022600006,CHI,shooting,at_rim,-13,15,2,2026_first8
1022600006,CHI,and_one,at_rim,18,14,2,2026_first8
1022600006,PDX,shooting,at_rim,-36,25,4,2026_first8
1022600006,CHI,and_one,at_rim,8,12,1,2026_first8
1022600006,CHI,and_one,at_rim,1,18,2,2026_first8
1022600006,PDX,and_one,at_rim,-21,18,3,2026_first8
1022600006,CHI,shooting,at_rim,31,4,3,2026_first8
1022600006,CHI,shooting,at_rim,20,10,2,2026_first8
1022600006,CHI,and_one,at_rim,10,42,4,2026_first8
1022600006,PDX,shooting,3pt,-167,184,25,2026_first8
1022600006,CHI,shooting,at_rim,-24,29,4,2026_first8
1022600007,CON,shooting,at_rim,-22,7,2,2026_first8
1022600007,SEA,shooting,3pt,-2,244,24,2026_first8
1022600007,CON,shooting,midrange,4,127,13,2026_first8
1022600007,SEA,and_one,at_rim,-9,6,1,2026_first8
1022600007,SEA,shooting,at_rim,-12,14,2,2026_first8
1022600008,NYL,and_one,midrange,43,18,5,2026_first8
1022600008,WAS,and_one,midrange,-1,113,11,2026_first8
1022600008,WAS,and_one,at_rim,20,-10,2,2026_first8
1022600008,WAS,shooting,at_rim,-32,2,3,2026_first8
1022600008,WAS,and_one,at_rim,-42,-5,4,2026_first8
1022600008,NYL,and_one,at_rim,26,6,3,2026_first8
1022600008,WAS,and_one,at_rim,-27,3,3,2026_first8
1022600009,LAS,and_one,at_rim,-6,19,2,2026_first8
1022600009,LVA,shooting,3pt,84,228,24,2026_first8
1022600009,LAS,shooting,3pt,-56,240,25,2026_first8
1022600009,LAS,and_one,at_rim,-17,5,2,2026_first8
1022600009,LAS,shooting,3pt,-121,210,24,2026_first8
1022600009,LVA,shooting,midrange,-4,51,5,2026_first8
1022600009,LAS,shooting,3pt,106,220,24,2026_first8
1022600009,LVA,and_one,at_rim,-7,17,2,2026_first8
1022600010,ATL,and_one,at_rim,11,9,1,2026_first8
1022600010,MIN,shooting,midrange,136,47,14,2026_first8
1022600010,MIN,and_one,at_rim,-17,23,3,2026_first8
1022600010,MIN,shooting,3pt,-94,249,27,2026_first8
1022600010,ATL,shooting,3pt,238,-8,24,2026_first8
1022600010,ATL,shooting,3pt,-211,90,0,2026_first8
1022600010,ATL,and_one,at_rim,10,13,2,2026_first8
1022600010,ATL,shooting,at_rim,-12,17,2,2026_first8
1022600011,GSV,and_one,at_rim,15,20,3,2026_first8
1022600011,PHX,and_one,midrange,28,56,6,2026_first8
1022600011,GSV,and_one,midrange,63,142,16,2026_first8
1022600011,GSV,and_one,at_rim,7,28,3,2026_first8
1022600011,GSV,shooting,at_rim,7,28,3,2026_first8
1022600012,DAL,and_one,midrange,-55,46,7,2026_first8
1022600012,DAL,shooting,midrange,-38,44,6,2026_first8
1022600012,ATL,and_one,at_rim,7,7,1,2026_first8
1022600012,ATL,and_one,3pt,-190,141,24,2026_first8
1022600012,DAL,and_one,midrange,-50,50,7,2026_first8
1022600012,DAL,and_one,at_rim,3,16,2,2026_first8
1022600012,ATL,and_one,at_rim,2,31,3,2026_first8
1022600012,DAL,and_one,at_rim,3,44,4,2026_first8
1022600012,DAL,shooting,at_rim,4,27,3,2026_first8
1022600013,PHX,and_one,at_rim,6,20,2,2026_first8
1022600013,PHX,and_one,at_rim,-3,0,0,2026_first8
1022600013,MIN,shooting,at_rim,6,5,1,2026_first8
1022600013,PHX,shooting,at_rim,0,-8,1,2026_first8
1022600013,PHX,shooting,at_rim,11,0,1,2026_first8
1022600013,PHX,and_one,at_rim,0,-1,0,2026_first8
1022600013,PHX,and_one,at_rim,-1,5,1,2026_first8
1022600013,MIN,and_one,at_rim,4,2,0,2026_first8
1022600013,PHX,shooting,at_rim,-2,4,0,2026_first8
1022600013,PHX,shooting,at_rim,-2,12,1,2026_first8
1022600014,PDX,shooting,at_rim,32,9,3,2026_first8
1022600014,NYL,and_one,at_rim,40,15,4,2026_first8
1022600014,PDX,and_one,at_rim,-33,22,4,2026_first8
1022600014,NYL,shooting,3pt,173,173,24,2026_first8
1022600014,NYL,shooting,at_rim,7,16,2,2026_first8
1022600014,PDX,shooting,midrange,27,61,7,2026_first8
1022600015,TOR,shooting,midrange,-88,147,17,2026_first8
1022600015,TOR,and_one,at_rim,18,9,2,2026_first8
1022600015,SEA,and_one,at_rim,-13,22,3,2026_first8
1022600015,TOR,and_one,at_rim,26,6,3,2026_first8
1022600015,TOR,shooting,at_rim,26,6,3,2026_first8
1022600015,TOR,shooting,at_rim,12,22,3,2026_first8
1022600016,CON,and_one,at_rim,13,-10,2,2026_first8
1022600016,LVA,and_one,midrange,-50,117,13,2026_first8
1022600016,LVA,and_one,at_rim,28,22,4,2026_first8
1022600016,CON,shooting,midrange,110,123,17,2026_first8
1022600016,LVA,shooting,midrange,-93,54,11,2026_first8
1022600016,CON,and_one,midrange,6,56,6,2026_first8
1022600016,CON,and_one,at_rim,-2,-9,1,2026_first8
1022600016,LVA,shooting,midrange,16,55,6,2026_first8
1022600016,LVA,and_one,midrange,-13,61,6,2026_first8
1022600016,CON,shooting,at_rim,-1,20,2,2026_first8
1022600016,LVA,and_one,at_rim,-17,10,2,2026_first8
1022600016,CON,shooting,at_rim,4,29,3,2026_first8
1022600017,GSV,and_one,midrange,32,40,5,2026_first8
1022600017,CHI,shooting,midrange,-10,83,8,2026_first8
1022600017,GSV,shooting,midrange,-95,76,12,2026_first8
1022600017,CHI,shooting,midrange,21,42,5,2026_first8
1022600017,CHI,and_one,at_rim,-23,15,3,2026_first8
1022600017,CHI,shooting,3pt,-227,28,0,2026_first8
1022600018,IND,and_one,midrange,73,34,8,2026_first8
1022600018,LAS,shooting,at_rim,-2,6,1,2026_first8
1022600018,LAS,shooting,midrange,12,100,10,2026_first8
1022600018,LAS,and_one,at_rim,17,7,2,2026_first8
1022600019,DAL,and_one,at_rim,1,0,0,2026_first8
1022600019,MIN,and_one,at_rim,13,25,3,2026_first8
1022600019,DAL,and_one,midrange,91,49,10,2026_first8
1022600019,DAL,and_one,at_rim,13,23,3,2026_first8
1022600019,MIN,and_one,at_rim,12,20,2,2026_first8
1022600019,MIN,and_one,at_rim,12,6,1,2026_first8
1022600020,PDX,shooting,midrange,-46,64,8,2026_first8
1022600020,NYL,shooting,at_rim,-27,13,3,2026_first8
1022600020,PDX,and_one,at_rim,21,9,2,2026_first8
1022600020,PDX,and_one,midrange,-39,120,13,2026_first8
1022600020,PDX,shooting,3pt,12,238,24,2026_first8
1022600021,LVA,and_one,at_rim,22,13,3,2026_first8
1022600021,LVA,shooting,3pt,233,72,24,2026_first8
1022600021,LVA,and_one,at_rim,1,17,2,2026_first8
1022600021,LVA,shooting,at_rim,-18,7,2,2026_first8
1022600021,LVA,and_one,at_rim,16,12,2,2026_first8
1022600021,CON,shooting,3pt,228,76,24,2026_first8
1022600021,CON,and_one,at_rim,5,-7,1,2026_first8
1022600021,LVA,and_one,midrange,-65,128,14,2026_first8
1022600021,LVA,and_one,at_rim,0,-6,1,2026_first8
1022600021,CON,shooting,at_rim,19,17,3,2026_first8
1022600021,LVA,shooting,at_rim,-16,16,2,2026_first8
1022600021,CON,and_one,at_rim,-10,6,1,2026_first8
1022600023,LAS,shooting,at_rim,39,0,4,2026_first8
1022600023,TOR,and_one,midrange,-16,92,9,2026_first8
1022600023,LAS,and_one,at_rim,16,11,2,2026_first8
1022600023,LAS,and_one,at_rim,26,16,3,2026_first8
1022600023,TOR,shooting,at_rim,18,7,2,2026_first8
1022600024,CHI,and_one,at_rim,26,9,3,2026_first8
1022600024,PHX,shooting,midrange,7,74,7,2026_first8
1022600024,CHI,and_one,midrange,13,74,8,2026_first8
1022600024,CHI,and_one,at_rim,-28,5,3,2026_first8
1022600024,CHI,and_one,at_rim,-32,18,4,2026_first8
1022600024,CHI,and_one,midrange,71,13,7,2026_first8
1022600024,PHX,and_one,midrange,16,60,6,2026_first8
1022600026,ATL,and_one,at_rim,-6,12,1,2026_first8
1022600026,LVA,shooting,midrange,37,130,14,2026_first8
1022600026,ATL,and_one,at_rim,16,12,2,2026_first8
1022600026,LVA,and_one,at_rim,-18,7,2,2026_first8
1022600026,ATL,shooting,at_rim,0,-6,1,2026_first8
1022600026,LVA,and_one,at_rim,0,35,4,2026_first8
1022600026,ATL,and_one,at_rim,12,10,2,2026_first8
1022600026,ATL,shooting,midrange,21,173,17,2026_first8
1022600026,LVA,and_one,at_rim,11,6,1,2026_first8
1022600026,ATL,shooting,at_rim,18,9,2,2026_first8
1022600026,LVA,and_one,at_rim,-20,6,2,2026_first8
1022600026,LVA,shooting,midrange,-43,131,14,2026_first8
1022600026,ATL,shooting,at_rim,-18,5,2,2026_first8
1022600026,ATL,and_one,at_rim,-1,10,1,2026_first8
1022600027,IND,and_one,at_rim,11,-3,1,2026_first8
1022600027,IND,shooting,3pt,-118,286,31,2026_first8
1022600027,IND,shooting,3pt,-157,226,28,2026_first8
1022600027,IND,and_one,midrange,-127,117,17,2026_first8
1022600027,IND,and_one,at_rim,-1,13,1,2026_first8
1022600027,IND,and_one,at_rim,-10,29,3,2026_first8
1022600027,SEA,shooting,midrange,96,76,12,2026_first8
