player_name,poss,net_rapm,orapm,drapm,rapm_reconstructed,residual,ots,otov,oreb,otrans,dts,dtov,dreb,dtrans
Laeticia Amihere,3047,3.38,3.269,0.111,1.446,1.934,0.005525026488801488,-0.02286734848787715,0.02721587427019978,0.002721450131673131,0.008195732787136312,-0.010954825369572485,0.009040216147971375,-0.004626229984890706
Jackie Young,14091,3.365,3.213,0.152,2.101,1.264,0.02384872302979968,-0.019620566121721306,-0.0356729918973549,0.0032853436313750595,0.013420271353695057,-0.005534696135300027,0.02033139034885678,0.00561591174086043
Elena Delle Donne,1886,3.208,0.983,2.225,4.009,-0.801,0.030232678863606477,-0.03345090961263776,-0.06050437316437973,0.006561590839118947,0.032693000500835734,0.013204544600882662,0.04723283324443028,-0.003258566159215437
Rebekah Gardner,2926,3.194,0.794,2.4,0.829,2.365,0.011178460355393605,0.019071534896127895,0.013909384000810487,0.009770146988851536,0.020387892556804676,0.007499754892717536,-0.016218516515892678,0.006446960599077511
Natisha Hiedeman,9924,3.101,1.712,1.388,1.476,1.625,0.01278884567948202,-0.003012798365649133,0.009343818462415748,0.014199193336625282,0.005985908478627233,0.013301891001207239,-0.0073930932739934285,0.014135143785811238
Diana Taurasi,5633,3.067,2.102,0.964,0.258,2.809,0.008964138515459852,0.013883912619033267,-0.041648184619535566,-0.013123697998139505,0.013210967610160218,-0.013636240875890271,-0.029682713028902186,-0.023018960303758718
Candace Parker,1404,3.047,0.319,2.727,3.945,-0.898,0.06443650166357129,-0.00934754000089194,-0.029766971065960934,0.03555010254336011,0.03039349121810686,0.0031678618190275065,0.03994543653677202,-0.00638259808018965
Betnijah Laney-Hamilton,6177,3.028,3.483,-0.455,1.109,1.919,0.024518041689419512,-0.0028965012042619365,0.007104815675596843,0.00031870658864452395,0.01629715926544356,-0.016969986718151947,0.04366919141298903,0.02964250405850863
Iliana Rupert,2365,2.969,1.721,1.248,1.124,1.845,-0.010427787208632022,-0.00028447981779625153,0.010305042407527665,-0.04389227859008257,0.04669690248771813,-0.0035638729857295492,0.005694672010778112,0.01425128137904011
Ruthy Hebard,451,2.889,1.985,0.904,3.245,-0.356,0.048579642115045174,-0.02117072331187686,0.07945962323526023,0.006828970518263311,0.022296338960305806,-0.003077378869581371,0.01872219494655794,0.035811722122429335
Courtney Williams,11538,2.88,0.102,2.778,1.504,1.376,-0.000847651437606789,-0.002647307346864025,-0.006731490066619911,0.011515573797256984,0.026152776640272934,0.018146681672559645,-0.006368439494529671,0.024426887026254035
Gabby Williams,7215,2.789,4.519,-1.73,1.57,1.219,-0.0017549205101109466,-0.017505481541845724,-0.03407451878463891,0.019019942845042215,-0.0028535845707388097,0.017846241394844115,-0.014661263700058602,-0.012283223754580186
Marina Mabrey,11922,2.663,0.133,2.53,0.378,2.285,-0.010618651001418455,-0.0017236147838132765,0.009424508135767451,0.008009618471967184,-0.001021994955079819,0.007114234648668838,-0.01543939660845628,-0.0028995225178782835
Kate Martin,4292,2.576,1.839,0.737,0.763,1.813,-0.005263583679289696,-0.007877409921040274,-0.027937881221067745,-0.013061074641760262,0.008463569605839938,-0.0015698032902611847,0.01935944984851873,-0.00031818092762581074
JJ Quinerly,2666,2.56,2.4,0.16,-0.874,3.434,-0.015369737082154111,-0.003821401330069696,0.011277805053442058,0.00890985884542772,-0.03600783947331121,-0.002998282472072289,-0.004776623020345122,-0.0013965980127200739
Kaila Charles,2645,2.415,1.334,1.081,-0.079,2.494,-0.026323228603121918,0.0063356223292858616,0.07285675242186312,-0.020473859102447117,0.020269883175578263,-5.9210391355174474e-05,-0.022411408292308477,0.0013113682304404795
Chennedy Carter,2794,2.322,-0.023,2.345,1.763,0.559,-0.002538940584253635,-0.028409843752889546,0.0461170087287866,-0.011891039856525953,0.002785096093556927,-0.0032392120763113375,0.00669605115570826,-0.026473693611262283
Sami Whitcomb,10041,2.229,0.706,1.523,0.358,1.871,-0.016886071440866013,-1.6738147958050842e-05,0.003020265560861879,0.005416127208229871,-0.00027925335833900444,0.009013933353053727,0.001587987075720415,-0.019235224238353776
Courtney Vandersloot,5763,2.14,0.872,1.269,0.79,1.35,0.0016642696109075983,0.0016706327863557913,0.010473946532541745,0.0017007243368293845,0.02863382288524896,-0.006900563437162416,0.019995603186258315,0.021384250874372956
Jewell Loyd,14008,2.092,0.414,1.678,0.483,1.609,-0.007168393743274992,-0.0007216320105771779,-0.002145013738504259,0.0012019168490409737,0.000576459030783183,0.0029598020337293085,-0.012292690033144371,-0.015648509188548265
Makayla Timpson,1226,2.049,1.644,0.404,2.011,0.038,0.02434455326882179,-0.020959469458245727,0.045430810517922915,-0.03138815216487878,-0.02580875128674387,0.00989875043183916,-0.032954105631476716,-0.00850361166658864
Aziaha James,2671,1.976,2.598,-0.622,-0.008,1.984,-0.0002913167843242581,-0.013093171743758902,0.04641018794549906,0.010364324053616869,-0.042742818257683,0.0024588644789471925,0.002235708460071456,0.010282103558896916
Kennedy Burke,4357,1.954,-0.857,2.81,0.88,1.074,0.006681887496873484,0.00459495957508102,-0.008553144231343374,-0.00047524258583986345,0.02178229872434778,-0.001274465842283773,-0.026162373704717856,0.008478154788861991
Sabrina Ionescu,10472,1.744,1.962,-0.218,0.714,1.03,0.00785514978688584,-0.0031889936182930567,-0.012156224266860027,-0.0037572115805562523,0.015041358188340181,-0.013753517961170275,0.016499972724335732,0.009023879873240437
Natasha Howard,9858,1.71,1.346,0.364,1.159,0.551,0.02374672598287897,-0.005244732533948415,0.04685518885794615,0.010305572852364608,-0.013362861322113395,-0.0022302569538341366,-0.006632735972927517,0.0016332713471637894
Kelsey Plum,14770,1.693,3.126,-1.433,1.591,0.102,0.02558059653456135,-0.014681312862383306,-0.039340964283099716,0.012885205108831399,0.001815384077374027,-0.007158499940156354,0.013770675877391808,0.007299811946949064
Allisha Gray,12572,1.617,-0.053,1.67,0.902,0.715,-0.006951637865429239,-0.010211036356848946,0.010209428985065994,0.014502863520910014,0.018094694339205075,-0.009022967504498575,0.03685437885460391,-0.011431075530338786
Ariel Atkins,8516,1.611,1.233,0.378,0.306,1.305,-0.01160257100726475,0.004942415217509433,-0.0018671580915210761,-0.009234050126430637,-0.0016164468332670046,0.013360171959784672,0.0046136678147749854,0.00338502931837803
Aerial Powers,2371,1.532,1.324,0.208,1.61,-0.078,0.011052138154512559,-0.010654987727436255,0.01547948572571095,0.01742131934590624,0.0009077810667926789,0.00406207867513525,0.008287412337862288,-0.019635871646332292
Dulcy Fankam Mendjiadeu,1722,1.524,0.901,0.624,-0.217,1.741,-0.029038435033946264,0.0004462106654975484,0.04911899612043957,-0.02836402673969915,0.012508320941350681,-0.010601436731872443,-0.006277805053442054,-0.02797061956688912
Leonie Fiebich,6582,1.5,0.659,0.842,1.241,0.259,0.01046368644882989,-0.0006047301231430768,-0.012679766270625253,-0.004167910618389115,0.02970525864103074,-0.005461392754467775,-0.0032900416272013955,0.015092668569458012
Kelsey Mitchell,14180,1.482,2.296,-0.815,0.485,0.997,0.02077047141369659,-0.001887467033758805,0.011919065588436584,-0.006970109778871469,-0.02052001155335248,-0.010356914781067983,-0.00585872990893338,-5.573757074112118e-05
Temi Fagbenle,4557,1.383,-0.347,1.73,-0.233,1.616,-0.011249385515995136,0.018334771918842252,0.039341656752721166,-0.020659229769034032,0.0178709125189927,-0.005681949470894648,0.0029012994241698897,0.001246137218243959
Danielle Robinson,1799,1.379,0.918,0.462,1.822,-0.443,0.00934272167101935,-0.01277043713111442,-0.009295761031345967,0.054581328535522,0.014862909979285466,0.003561451469128174,0.04670224482186966,-0.013135597821531175
DeWanna Bonner,11524,1.357,-0.681,2.038,1.747,-0.39,0.009943272331962683,-0.009287060834626687,-0.0126800806362872,0.005742529037182975,0.004047544414300663,0.01699628181711793,0.0037285806425988166,0.007842295715502934
